cases,deaths,year,state,population,abbreviation,cases_per_10k,deaths_per_10k
1020011,19110,2021,Illinois,12716164,IL,802.1373426766122,15.02811696986607
555613,8892,2021,Indiana,6696893,IN,829.6578726881257,13.27779912266778
294762,4124,2021,Iowa,3150011,IA,935.7491132570649,13.092017773906186
245415,3148,2021,Kansas,2912619,KS,842.5921824996678,10.808142087928424
299476,3194,2021,Kentucky,4461952,KY,671.1770991709458,7.158302016695831
341431,7833,2021,Louisiana,4664616,LA,731.9595010607519,16.792379051137328
28407,426,2021,Maine,1340825,ME,211.8620998265993,3.1771483974418735
299781,6216,2021,Maryland,6037624,MD,496.52147931040423,10.295440723039395
419721,12985,2021,Massachusetts,6873003,MA,610.6806588037282,18.892760558958
557079,13903,2021,Michigan,9973907,MI,558.5363889998173,13.939372003368389
432012,5688,2021,Minnesota,5600166,MN,771.4271326957094,10.15684177933297
233665,5101,2021,Mississippi,2981835,MS,783.6282020970309,17.10691570794494
445310,6276,2021,Missouri,6124160,MO,727.1364562650225,10.247936043473718
85668,1049,2021,Montana,1061705,MT,806.8908030008336,9.880333991080384
175655,1808,2021,Nebraska,1923826,NE,913.0503486282024,9.397939314678146
244103,3409,2021,Nevada,3030281,NV,805.5457563176484,11.249781785913584
50152,846,2021,New Hampshire,1355244,NH,370.05882335579423,6.242418339428177
571771,19756,2021,New Jersey,8885418,NJ,643.4936431803208,22.234181892174348
153456,2712,2021,New Mexico,2097021,NM,731.780940677275,12.932631575935577
1101702,38846,2021,New York,19514849,NY,564.5454904621604,19.90586757806837
605187,7383,2021,North Carolina,10386227,NC,582.6822386993853,7.1084523764019405
94446,1360,2021,North Dakota,760394,ND,1242.066612834925,17.885464640699425
762603,9544,2021,Ohio,11675275,OH,653.177762408166,8.174539786000757
320586,2703,2021,Oklahoma,3949342,OK,811.7453489720566,6.844178093464683
122847,1590,2021,Oregon,4176346,OR,294.149478994317,3.8071558247329125
709235,17427,2021,Pennsylvania,12794885,PA,554.3113517628334,13.620286544193247
97614,1916,2021,Rhode Island,1057798,RI,922.8037867343293,18.11309909831556
344176,5695,2021,South Carolina,5091517,SC,675.9792808312336,11.185271501597658
102580,1556,2021,South Dakota,879336,SD,1166.562042268257,17.69516999190298
627776,7549,2021,Tennessee,6772268,TN,926.9804443651669,11.146930393185857
1934504,30109,2021,Texas,28635442,TX,675.5628217647209,10.514592371230032
301110,1383,2021,Utah,3151239,UT,955.5289205293536,4.388749948829651
8619,156,2021,Vermont,624340,VT,138.0497805682801,2.498638562321812
387917,5312,2021,Virginia,8509358,VA,455.87105396200275,6.242539096368962
273142,3768,2021,Washington,7512465,WA,363.5850549719699,5.015663966487698
97898,1554,2021,West Virginia,1807426,WV,541.6431986703743,8.597862374448525
544618,5530,2021,Wisconsin,5806975,WI,937.8686837811424,9.523030493501349
46647,489,2021,Wyoming,581348,WY,802.3937469467514,8.411485031340952
399150,5299,2021,Alabama,4893186,AL,815.7261955707386,10.829345134233606
49681,215,2021,Alaska,736990,AK,674.1068399842603,2.9172716047707565
611900,10083,2021,Arizona,7174064,AZ,852.9335673615401,14.054795162128466
251746,4010,2021,Arkansas,3011873,AR,835.8453361081295,13.313974394006653
2687450,29699,2021,California,39346023,CA,683.0296419030711,7.548158043825675
360857,5262,2021,Colorado,5684926,CO,634.7611209011341,9.256057158879464
205994,6324,2021,Connecticut,3570549,CT,576.925285159229,17.71156200349022
64475,969,2021,Delaware,967679,DE,666.2849974009977,10.013651221117746
31457,813,2021,District of Columbia,701974,DC,448.12201021690265,11.581625530290296
1464689,22803,2021,Florida,21216924,FL,690.3399380607669,10.747552284204817
724317,11096,2021,Georgia,10516579,GA,688.738229418521,10.5509595848612
23122,305,2021,Hawaii,1420074,HI,162.82250079925413,2.147775397620124
149316,1530,2021,Idaho,1754367,ID,851.1104005034296,8.721094275029113
1026639,19212,2021,Illinois,12716164,IL,807.3496063750042,15.108329839092983
561579,8966,2021,Indiana,6696893,IN,838.5664815011977,13.388298125712923
296171,4127,2021,Iowa,3150011,IA,940.2221135100798,13.101541550172366
245521,3148,2021,Kansas,2912619,KS,842.9561161277874,10.808142087928424
303769,3214,2021,Kentucky,4461952,KY,680.7984487506812,7.203125448234315
341431,7833,2021,Louisiana,4664616,LA,731.9595010607519,16.792379051137328
29019,432,2021,Maine,1340825,ME,216.42645386236086,3.221896966419928
303535,6246,2021,Maryland,6037624,MD,502.7391569928833,10.345129143517385
427135,13074,2021,Massachusetts,6873003,MA,621.4677921717771,19.022252718353243
559830,14134,2021,Michigan,9973907,MI,561.2945859631536,14.170976328534044
434481,5731,2021,Minnesota,5600166,MN,775.8359305777722,10.233625217538195
236868,5146,2021,Mississippi,2981835,MS,794.3699098038625,17.25782949090074
448586,6309,2021,Missouri,6124160,MO,732.4857613125719,10.301820984428886
86116,1054,2021,Montana,1061705,MT,811.1104308635637,9.927428052048356
176645,1812,2021,Nebraska,1923826,NE,918.1963441600228,9.418731215816816
246659,3457,2021,Nevada,3030281,NV,813.9806176390903,11.408182937489956
50871,862,2021,New Hampshire,1355244,NH,375.3641410698,6.36047826074124
579182,19854,2021,New Jersey,8885418,NJ,651.8342749885261,22.34447495885956
154954,2734,2021,New Mexico,2097021,NM,738.9244075285847,13.037542304058947
1119541,39041,2021,New York,19514849,NY,573.6867346501118,20.005791487292573
614715,7468,2021,North Carolina,10386227,NC,591.8559261221616,7.19029152742377
94566,1360,2021,North Dakota,760394,ND,1243.6447420679278,17.885464640699425
770977,9599,2021,Ohio,11675275,OH,660.3501844710295,8.22164788409695
324875,2738,2021,Oklahoma,3949342,OK,822.6053859098553,6.932800451315687
124476,1607,2021,Oregon,4176346,OR,298.0500178864491,3.8478612643684214
718642,17681,2021,Pennsylvania,12794885,PA,561.6635085035934,13.818803373379284
97614,1916,2021,Rhode Island,1057798,RI,922.8037867343293,18.11309909831556
350084,5758,2021,South Carolina,5091517,SC,687.5828952353493,11.309006726286094
102901,1570,2021,South Dakota,879336,SD,1170.2125239953784,17.854381032961236
634222,7634,2021,Tennessee,6772268,TN,936.4986737087191,11.272442260111383
1952047,30441,2021,Texas,28635442,TX,681.6891459192423,10.630532610601925
303723,1392,2021,Utah,3151239,UT,963.820897113802,4.417310143724421
8790,156,2021,Vermont,624340,VT,140.78867283851747,2.498638562321812
393715,5381,2021,Virginia,8509358,VA,462.6847289772037,6.323626294721646
275832,3775,2021,Washington,7512465,WA,367.1657704894465,5.024981813559197
99778,1570,2021,West Virginia,1807426,WV,552.044731015267,8.686386053979527
548134,5568,2021,Wisconsin,5806975,WI,943.9234713426525,9.588469039387977
46719,489,2021,Wyoming,581348,WY,803.6322478102617,8.411485031340952
401900,5334,2021,Alabama,4893186,AL,821.3462557932602,10.900873173429336
49935,215,2021,Alaska,736990,AK,677.5532910894314,2.9172716047707565
618546,10141,2021,Arizona,7174064,AZ,862.1974936381945,14.135641945764633
255076,4043,2021,Arkansas,3011873,AR,846.9015791834516,13.423540766825163
2729858,30000,2021,California,39346023,CA,693.8078595643581,7.6246587869884594
363019,5279,2021,Colorado,5684926,CO,638.5641607296208,9.2859608023042
205994,6324,2021,Connecticut,3570549,CT,576.925285159229,17.71156200349022
65273,972,2021,Delaware,967679,DE,674.5315337007416,10.044653237282198
31791,817,2021,District of Columbia,701974,DC,452.8800211973663,11.638607697720998
1477002,22911,2021,Florida,21216924,FL,696.1433240746868,10.798455044661516
732121,11097,2021,Georgia,10516579,GA,696.158893495689,10.551910464420038
23300,306,2021,Hawaii,1420074,HI,164.07595660507832,2.154817284169698
149742,1536,2021,Idaho,1754367,ID,853.5386267525552,8.755294644735109
1031288,19295,2021,Illinois,12716164,IL,811.0055831302584,15.17360109542469
566670,8985,2021,Indiana,6696893,IN,846.1685142647493,13.416669491359649
296682,4138,2021,Iowa,3150011,IA,941.8443300674188,13.136462063148352
245529,3148,2021,Kansas,2912619,KS,842.9835828167021,10.808142087928424
306823,3224,2021,Kentucky,4461952,KY,687.6429867466077,7.2255371640035575
346829,7873,2021,Louisiana,4664616,LA,743.5317290855238,16.878131018716225
29298,432,2021,Maine,1340825,ME,218.5072623198404,3.221896966419928
306853,6272,2021,Maryland,6037624,MD,508.23469629774894,10.388192441264975
432791,13151,2021,Massachusetts,6873003,MA,629.697091649749,19.134285260751376
559886,14134,2021,Michigan,9973907,MI,561.3507324662241,14.170976328534044
436640,5775,2021,Minnesota,5600166,MN,779.691173440216,10.312194317097028
239082,5167,2021,Mississippi,2981835,MS,801.7948679252876,17.328255922946777
450886,6316,2021,Missouri,6124160,MO,736.2413784094472,10.313251123419374
86324,1056,2021,Montana,1061705,MT,813.0695437998314,9.946265676435546
177001,1815,2021,Nebraska,1923826,NE,920.0468233613643,9.434325141670817
248758,3470,2021,Nevada,3030281,NV,820.9073679965653,11.451083249375223
51600,869,2021,New Hampshire,1355244,NH,380.7432462346263,6.4121294763157035
584828,19886,2021,New Jersey,8885418,NJ,658.1885061569416,22.38048902145065
156157,2751,2021,New Mexico,2097021,NM,744.661116889149,13.118609684881553
1135849,39208,2021,New York,19514849,NY,582.0434480430773,20.09136734801279
623503,7609,2021,North Carolina,10386227,NC,600.3171315242773,7.326048236765863
94724,1360,2021,North Dakota,760394,ND,1245.722612224715,17.885464640699425
777065,9627,2021,Ohio,11675275,OH,665.5646226748406,8.245630188582282
331362,2761,2021,Oklahoma,3949342,OK,839.0309069206972,6.991038000760633
125683,1607,2021,Oregon,4176346,OR,300.9401041005702,3.8478612643684214
725506,17780,2021,Pennsylvania,12794885,PA,567.0281522655342,13.896178043022662
97614,1916,2021,Rhode Island,1057798,RI,922.8037867343293,18.11309909831556
354525,5811,2021,South Carolina,5091517,SC,696.3052465502914,11.413101439119226
103318,1585,2021,South Dakota,879336,SD,1174.9547385754706,18.024964291237932
641123,7715,2021,Tennessee,6772268,TN,946.6887606928727,11.392047686240414
1966081,30599,2021,Texas,28635442,TX,686.590065555824,10.685708989580116
305999,1393,2021,Utah,3151239,UT,971.0434530671903,4.420483498712729
8967,156,2021,Vermont,624340,VT,143.62366659192108,2.498638562321812
398856,5383,2021,Virginia,8509358,VA,468.7263128428725,6.325976648297087
276333,3776,2021,Washington,7512465,WA,367.83266211556395,5.026312934569413
101212,1582,2021,West Virginia,1807426,WV,559.9786657932331,8.752778813627778
550260,5571,2021,Wisconsin,5806975,WI,947.5845857783097,9.593635240379026
46832,489,2021,Wyoming,581348,WY,805.5760061099377,8.411485031340952
404000,5347,2021,Alabama,4893186,AL,825.6379381450041,10.927440730844893
50111,215,2021,Alaska,736990,AK,679.9413831938018,2.9172716047707565
627771,10147,2021,Arizona,7174064,AZ,875.0563139665328,14.144005406140788
256344,4081,2021,Arkansas,3011873,AR,851.111584054175,13.549708105222232
2770482,30381,2021,California,39346023,CA,704.132664183112,7.721491953583212
364815,5291,2021,Colorado,5684926,CO,641.7233927055514,9.307069256486365
213358,6416,2021,Connecticut,3570549,CT,597.5495645067467,17.9692254608465
65827,986,2021,Delaware,967679,DE,680.2565726857771,10.189329312716303
31993,821,2021,District of Columbia,701974,DC,455.75762065261677,11.695589865151701
1488578,23070,2021,Florida,21216924,FL,701.5993458806753,10.873395219778324
740078,11113,2021,Georgia,10516579,GA,703.7250421453592,10.567124537361437
23462,306,2021,Hawaii,1420074,HI,165.21674222610935,2.154817284169698
150557,1552,2021,Idaho,1754367,ID,858.1841769709531,8.846495630617767
1036450,19365,2021,Illinois,12716164,IL,815.0649834336833,15.228649142933355
570355,9016,2021,Indiana,6696893,IN,851.6710659704434,13.46295961425694
297774,4139,2021,Iowa,3150011,IA,945.3109846283077,13.139636655237078
250421,3255,2021,Kansas,2912619,KS,859.7794630880318,11.175509052162333
309414,3247,2021,Kentucky,4461952,KY,693.4498623024184,7.277084110272813
348234,7918,2021,Louisiana,4664616,LA,746.5437669467326,16.974601982242483
29611,438,2021,Maine,1340825,ME,220.84164600152891,3.2666455353979824
309874,6301,2021,Maryland,6037624,MD,513.2383202398825,10.436224581060365
437042,13206,2021,Massachusetts,6873003,MA,635.8821609709759,19.214308505321473
565231,14183,2021,Michigan,9973907,MI,566.7097156610745,14.220104518720698
437620,5779,2021,Minnesota,5600166,MN,781.4411215667535,10.31933696251147
240309,5186,2021,Mississippi,2981835,MS,805.9097837405491,17.391975075750334
459493,6336,2021,Missouri,6124160,MO,750.2955507367541,10.345908663392203
86757,1057,2021,Montana,1061705,MT,817.1478894796577,9.955684488629139
177655,1835,2021,Nebraska,1923826,NE,923.4462991975366,9.53828464736416
250471,3503,2021,Nevada,3030281,NV,826.5603090934471,11.559984041083979
52307,869,2021,New Hampshire,1355244,NH,385.9600190076473,6.4121294763157035
590165,19932,2021,New Jersey,8885418,NJ,664.194976533462,22.43225923642534
157087,2766,2021,New Mexico,2097021,NM,749.0959794870914,13.190139726783853
1150028,39404,2021,New York,19514849,NY,589.3091973194361,20.191803687540705
631345,7635,2021,North Carolina,10386227,NC,607.8675153161971,7.351081388843128
94838,1360,2021,North Dakota,760394,ND,1247.2218349960679,17.885464640699425
784957,9702,2021,Ohio,11675275,OH,672.3242064962068,8.309868504167996
335247,2775,2021,Oklahoma,3949342,OK,848.8679886421586,7.026486943901034
126607,1628,2021,Oregon,4176346,OR,303.1525644666414,3.8981444545064035
731967,17861,2021,Pennsylvania,12794885,PA,572.0778264126641,13.959484590912696
100607,1947,2021,Rhode Island,1057798,RI,951.0984138748609,18.406160722557615
357654,5826,2021,South Carolina,5091517,SC,702.4507627098171,11.442562206902187
103499,1585,2021,South Dakota,879336,SD,1177.0131098920094,18.024964291237932
645378,7795,2021,Tennessee,6772268,TN,952.9717370901448,11.510176502170323
1989821,30720,2021,Texas,28635442,TX,694.8804911060915,10.72796431778493
307502,1400,2021,Utah,3151239,UT,975.8130056146169,4.442696983630883
9078,156,2021,Vermont,624340,VT,145.4015440304962,2.498638562321812
403386,5393,2021,Virginia,8509358,VA,474.0498636912444,6.337728416174287
281071,3793,2021,Washington,7512465,WA,374.13951346195955,5.048941991743056
102282,1594,2021,West Virginia,1807426,WV,565.8986868618688,8.81917157327603
551942,5576,2021,Wisconsin,5806975,WI,950.4811024672914,9.60224557536411
47395,489,2021,Wyoming,581348,WY,815.260394806553,8.411485031340952
407848,5573,2021,Alabama,4893186,AL,833.501935140009,11.389307498223038
50243,216,2021,Alaska,736990,AK,681.7324522720796,2.9308403099092253
638739,10537,2021,Arizona,7174064,AZ,890.344719534144,14.687630330590862
259553,4121,2021,Arkansas,3011873,AR,861.766083762496,13.682515829850727
2816366,31105,2021,California,39346023,CA,715.794325642518,7.905500385642534
366385,5326,2021,Colorado,5684926,CO,644.4850821277181,9.368635581184346
217047,6449,2021,Connecticut,3570549,CT,607.8813090087828,18.061648222724294
66446,991,2021,Delaware,967679,DE,686.6533220210421,10.240999339657057
32423,825,2021,District of Columbia,701974,DC,461.88320365141726,11.752572032582403
1503474,23226,2021,Florida,21216924,FL,708.6201562488511,10.94692142932689
749417,11297,2021,Georgia,10516579,GA,712.6053063453429,10.742086376187542
23570,306,2021,Hawaii,1420074,HI,165.97726597346335,2.154817284169698
151474,1563,2021,Idaho,1754367,ID,863.4111334743528,8.909196308412094
1043041,19497,2021,Illinois,12716164,IL,820.2481503069637,15.33245403252113
573505,9104,2021,Indiana,6696893,IN,856.3747397487164,13.594363834094407
299254,4222,2021,Iowa,3150011,IA,950.0093809196222,13.40312779860134
250646,3255,2021,Kansas,2912619,KS,860.5519637137572,11.175509052162333
312316,3284,2021,Kentucky,4461952,KY,699.9537422186523,7.360007458619008
352939,7971,2021,Louisiana,4664616,LA,756.6303421332002,17.08822333928452
30326,449,2021,Maine,1340825,ME,226.1741838047471,3.348684578524416
312534,6367,2021,Maryland,6037624,MD,517.6440268555975,10.54553910611194
442529,13273,2021,Massachusetts,6873003,MA,643.8655708429052,19.31179136688868
567901,14286,2021,Michigan,9973907,MI,569.386700718184,14.323373979725298
438935,5792,2021,Minnesota,5600166,MN,783.7892662467505,10.342550560108396
241957,5284,2021,Mississippi,2981835,MS,811.4365818363524,17.72063175863185
462085,6495,2021,Missouri,6124160,MO,754.5279679172327,10.605536106176192
87179,1067,2021,Montana,1061705,MT,821.1226282253544,10.049872610565082
178690,1859,2021,Nebraska,1923826,NE,928.8262036171669,9.66303605419617
253100,3551,2021,Nevada,3030281,NV,835.2360721662446,11.71838519266035
53148,878,2021,New Hampshire,1355244,NH,392.1655436216652,6.478538182054302
594751,20039,2021,New Jersey,8885418,NJ,669.3562418785476,22.5526812582143
157974,2796,2021,New Mexico,2097021,NM,753.3257892982474,13.33319981058845
1164819,39588,2021,New York,19514849,NY,596.8885539416676,20.286090863424054
636681,7687,2021,North Carolina,10386227,NC,613.005088373285,7.40114769299766
94976,1363,2021,North Dakota,760394,ND,1249.036683614021,17.9249178715245
792938,9802,2021,Ohio,11675275,OH,679.1600197854011,8.395519591615615
337457,2804,2021,Oklahoma,3949342,OK,854.4638575236077,7.09991689754901
127791,1669,2021,Oregon,4176346,OR,305.98757861537337,3.996316397156749
739212,18091,2021,Pennsylvania,12794885,PA,577.740245418384,14.139243924427612
101393,1970,2021,Rhode Island,1057798,RI,958.5289440895142,18.62359354054366
359357,5860,2021,South Carolina,5091517,SC,705.795541878776,11.509339947210233
103743,1585,2021,South Dakota,879336,SD,1179.7879308933104,18.024964291237932
649227,7941,2021,Tennessee,6772268,TN,958.6552097465724,11.725761591242403
2017036,31017,2021,Texas,28635442,TX,704.3844477762906,10.831681941560392
309629,1422,2021,Utah,3151239,UT,982.5627316747476,4.512510793373654
9247,158,2021,Vermont,624340,VT,148.1084024730115,2.5306723900438866
