cases,deaths,year,state,population,abbreviation,cases_per_10k,deaths_per_10k
1338384,15181,2022,South Carolina,5091517,SC,2628.654681895396,29.81626104754241
224238,2628,2022,South Dakota,879336,SD,2550.083244630039,29.886186850077785
1771127,22091,2022,Tennessee,6772268,TN,2615.264192143607,32.61979590884472
6083750,79111,2022,Texas,28635442,TX,2124.5525038516953,27.62695264141549
869249,4097,2022,Utah,3151239,UT,2758.4356502315436,13.001235387096948
102153,529,2022,Vermont,624340,VT,1636.175801646539,8.472947432488708
1514862,16088,2022,Virginia,8509358,VA,1780.2306589991865,18.906244160840338
1265006,10659,2022,Washington,7512465,WA,1683.876064647223,14.188418847874832
434221,5697,2022,West Virginia,1807426,WV,2402.4275406019387,31.51996264300724
1495474,12216,2022,Wisconsin,5806975,WI,2575.3064202962814,21.036770435553795
143129,1625,2022,Wyoming,581348,WY,2462.01930685235,27.952276433392736
1153149,16826,2022,Alabama,4893186,AL,2356.6424820147854,34.38659392878178
211117,1057,2022,Alaska,736990,AK,2864.584322718083,14.342121331361348
1829406,26001,2022,Arizona,7174064,AZ,2550.0274321500337,36.243055540067665
768061,9622,2022,Arkansas,3011873,AR,2550.110844647168,31.946898159384542
8248681,79934,2022,California,39346023,CA,2096.4459355904914,20.31564918263785
1245392,11259,2022,Colorado,5684926,CO,2190.691664236263,19.80500713641655
696070,9985,2022,Connecticut,3570549,CT,1949.4761169780895,27.96488719241775
246037,2498,2022,Delaware,967679,DE,2542.5476836843623,25.81434545959972
129817,1284,2022,District of Columbia,701974,DC,1849.3135073378785,18.291275745255522
5478894,64955,2022,Florida,21216924,FL,2582.3224893485976,30.614711161712226
2281370,31595,2022,Georgia,10516579,GA,2169.308099145169,30.043039661471663
208253,1161,2022,Hawaii,1420074,HI,1466.493999608471,8.17563028405562
376095,4400,2022,Idaho,1754367,ID,2143.764674096127,25.08027111773078
2901790,34439,2022,Illinois,12716164,IL,2281.9696254310657,27.08285297358543
1607951,21301,2022,Indiana,6696893,IN,2401.0403033167768,31.807287349521637
703366,8501,2022,Iowa,3150011,IA,2232.9001390788794,26.987207346260064
723285,7550,2022,Kansas,2912619,KS,2483.2805114572143,25.921687663233673
1152288,12905,2022,Kentucky,4461952,KY,2582.47511403081,28.922319200206545
1160130,15631,2022,Louisiana,4664616,LA,2487.0857536826184,33.50972513064312
172952,1733,2022,Maine,1340825,ME,1289.8924169820818,12.924878339828092
950136,13387,2022,Maryland,6037624,MD,1573.6919026424964,22.172629497961452
1598451,21909,2022,Massachusetts,6873003,MA,2325.695187387522,31.876895732476765
2229405,32159,2022,Michigan,9973907,MI,2235.237404960764,32.24313200433892
1309815,11532,2022,Minnesota,5600166,MN,2338.8860258785185,20.59224672982908
717666,10831,2022,Mississippi,2981835,MS,2406.7931324167835,36.3232707376498
1330080,17392,2022,Missouri,6124160,MO,2171.857038353015,28.398996760372036
239559,2997,2022,Montana,1061705,MT,2256.361230285249,28.228180144202014
435358,3666,2022,Nebraska,1923826,NE,2262.9801239821063,19.05577739358965
648088,8914,2022,Nevada,3030281,NV,2138.705948392245,29.41641385732874
272492,2205,2022,New Hampshire,1355244,NH,2010.6490049024383,16.27013290595642
2102227,31320,2022,New Jersey,8885418,NJ,2365.929211208747,35.248763761029586
470513,6419,2022,New Mexico,2097021,NM,2243.72097370508,30.610089264723623
4761590,63910,2022,New York,19514849,NY,2439.98300986085,32.74942071035241
2373587,20605,2022,North Carolina,10386227,NC,2285.321705370006,19.838773021232832
221072,2140,2022,North Dakota,760394,ND,2907.3348816534585,28.143304655218216
2562412,33071,2022,Ohio,11675275,OH,2194.7337428882834,28.325671129802082
953116,12044,2022,Oklahoma,3949342,OK,2413.3539207290733,30.496219370214078
620653,6086,2022,Oregon,4176346,OR,1486.1148956528027,14.572547389512266
2637080,40394,2022,Pennsylvania,12794885,PA,2061.0423618500677,31.570428339137084
341407,3302,2022,Rhode Island,1057798,RI,3227.525482180908,31.21578978217013
1355116,15266,2022,South Carolina,5091517,SC,2661.517186331697,29.983205398312528
225383,2637,2022,South Dakota,879336,SD,2563.10443334516,29.988536805043804
1785235,22158,2022,Tennessee,6772268,TN,2636.096208832846,32.71872879218601
6122432,79324,2022,Texas,28635442,TX,2138.060938608875,27.701335987759503
875414,4107,2022,Utah,3151239,UT,2777.9993837344614,13.032968936980026
103066,532,2022,Vermont,624340,VT,1650.7992440016658,8.52099817407182
1525603,16127,2022,Virginia,8509358,VA,1792.8532328760878,18.952076055561417
1294536,10756,2022,Washington,7512465,WA,1723.184068078853,14.317537585865626
438889,5743,2022,West Virginia,1807426,WV,2428.2543241051085,31.774468221658864
1503538,12291,2022,Wisconsin,5806975,WI,2589.1931685602226,21.165925460330037
144526,1625,2022,Wyoming,581348,WY,2486.049663884627,27.952276433392736
1206308,17086,2022,Alabama,4893186,AL,2465.2813116035236,34.917945077092924
211117,1057,2022,Alaska,736990,AK,2864.584322718083,14.342121331361348
1844912,26183,2022,Arizona,7174064,AZ,2571.6414015821438,36.4967471714777
768061,9622,2022,Arkansas,3011873,AR,2550.110844647168,31.946898159384542
8270373,80004,2022,California,39346023,CA,2101.9590722040703,20.333440053140823
1240714,11218,2022,Colorado,5684926,CO,2182.4628851809152,19.73288658462749
696070,9985,2022,Connecticut,3570549,CT,1949.4761169780895,27.96488719241775
246959,2531,2022,Delaware,967679,DE,2552.075636652237,26.155367637408688
129817,1284,2022,District of Columbia,701974,DC,1849.3135073378785,18.291275745255522
5501599,64955,2022,Florida,21216924,FL,2593.023852090906,30.614711161712226
2281370,31595,2022,Georgia,10516579,GA,2169.308099145169,30.043039661471663
210085,1170,2022,Hawaii,1420074,HI,1479.394735767291,8.239007263001788
377804,4407,2022,Idaho,1754367,ID,2153.506079400718,25.120171549054444
2901790,34439,2022,Illinois,12716164,IL,2281.9696254310657,27.08285297358543
1607951,21301,2022,Indiana,6696893,IN,2401.0403033167768,31.807287349521637
712288,8501,2022,Iowa,3150011,IA,2261.223849694493,26.987207346260064
723285,7550,2022,Kansas,2912619,KS,2483.2805114572143,25.921687663233673
1154036,12905,2022,Kentucky,4461952,KY,2586.392681947273,28.922319200206545
1160130,15631,2022,Louisiana,4664616,LA,2487.0857536826184,33.50972513064312
174225,1738,2022,Maine,1340825,ME,1299.3865717002593,12.962168813976469
952528,13432,2022,Maryland,6037624,MD,1577.653726035275,22.247162128678433
1598451,21909,2022,Massachusetts,6873003,MA,2325.695187387522,31.876895732476765
2229405,32159,2022,Michigan,9973907,MI,2235.237404960764,32.24313200433892
1309815,11532,2022,Minnesota,5600166,MN,2338.8860258785185,20.59224672982908
717666,10831,2022,Mississippi,2981835,MS,2406.7931324167835,36.3232707376498
1337639,17403,2022,Missouri,6124160,MO,2184.1999555857456,28.41695840735709
239559,2997,2022,Montana,1061705,MT,2256.361230285249,28.228180144202014
435358,3666,2022,Nebraska,1923826,NE,2262.9801239821063,19.05577739358965
648088,8914,2022,Nevada,3030281,NV,2138.705948392245,29.41641385732874
272492,2205,2022,New Hampshire,1355244,NH,2010.6490049024383,16.27013290595642
2107606,31391,2022,New Jersey,8885418,NJ,2371.982950042418,35.32866996240357
470513,6419,2022,New Mexico,2097021,NM,2243.72097370508,30.610089264723623
4774123,64113,2022,New York,19514849,NY,2446.4052988572957,32.85344406200632
2373587,20605,2022,North Carolina,10386227,NC,2285.321705370006,19.838773021232832
222695,2140,2022,North Dakota,760394,ND,2928.679079529823,28.143304655218216
2571021,33071,2022,Ohio,11675275,OH,2202.1074450066485,28.325671129802082
953116,12044,2022,Oklahoma,3949342,OK,2413.3539207290733,30.496219370214078
620653,6086,2022,Oregon,4176346,OR,1486.1148956528027,14.572547389512266
2649247,40548,2022,Pennsylvania,12794885,PA,2070.5516305930064,31.690788936360118
341407,3302,2022,Rhode Island,1057798,RI,3227.525482180908,31.21578978217013
1355116,15266,2022,South Carolina,5091517,SC,2661.517186331697,29.983205398312528
225383,2637,2022,South Dakota,879336,SD,2563.10443334516,29.988536805043804
1802927,22231,2022,Tennessee,6772268,TN,2662.220396475745,32.82652133672206
6166582,79519,2022,Texas,28635442,TX,2153.4788951398064,27.76943341751107
875414,4107,2022,Utah,3151239,UT,2777.9993837344614,13.032968936980026
103549,533,2022,Vermont,624340,VT,1658.5354133965468,8.537015087932858
1525603,16127,2022,Virginia,8509358,VA,1792.8532328760878,18.952076055561417
1294536,10756,2022,Washington,7512465,WA,1723.184068078853,14.317537585865626
442206,5743,2022,West Virginia,1807426,WV,2446.606389417879,31.774468221658864
1503538,12291,2022,Wisconsin,5806975,WI,2589.1931685602226,21.165925460330037
144526,1625,2022,Wyoming,581348,WY,2486.049663884627,27.952276433392736
1212798,17086,2022,Alabama,4893186,AL,2478.544653728675,34.917945077092924
211117,1057,2022,Alaska,736990,AK,2864.584322718083,14.342121331361348
1858385,26206,2022,Arizona,7174064,AZ,2590.4215518568,36.52880710291963
768061,9622,2022,Arkansas,3011873,AR,2550.110844647168,31.946898159384542
8287535,80038,2022,California,39346023,CA,2106.320885340813,20.342081333099408
1245392,11263,2022,Colorado,5684926,CO,2190.691664236263,19.81204328781061
696070,9985,2022,Connecticut,3570549,CT,1949.4761169780895,27.96488719241775
247638,2531,2022,Delaware,967679,DE,2559.0924263107913,26.155367637408688
129817,1284,2022,District of Columbia,701974,DC,1849.3135073378785,18.291275745255522
5501599,64955,2022,Florida,21216924,FL,2593.023852090906,30.614711161712226
2281370,31595,2022,Georgia,10516579,GA,2169.308099145169,30.043039661471663
212768,1177,2022,Hawaii,1420074,HI,1498.2881173797985,8.288300468848806
377804,4407,2022,Idaho,1754367,ID,2153.506079400718,25.120171549054444
2901790,34439,2022,Illinois,12716164,IL,2281.9696254310657,27.08285297358543
1607951,21301,2022,Indiana,6696893,IN,2401.0403033167768,31.807287349521637
712288,8501,2022,Iowa,3150011,IA,2261.223849694493,26.987207346260064
723285,7550,2022,Kansas,2912619,KS,2483.2805114572143,25.921687663233673
1155055,12905,2022,Kentucky,4461952,KY,2588.676435784159,28.922319200206545
1160130,15631,2022,Louisiana,4664616,LA,2487.0857536826184,33.50972513064312
174225,1738,2022,Maine,1340825,ME,1299.3865717002593,12.962168813976469
954469,13465,2022,Maryland,6037624,MD,1580.8685668402006,22.301819391204223
1598451,21909,2022,Massachusetts,6873003,MA,2325.695187387522,31.876895732476765
2229405,32159,2022,Michigan,9973907,MI,2235.237404960764,32.24313200433892
1309815,11532,2022,Minnesota,5600166,MN,2338.8860258785185,20.59224672982908
717666,10831,2022,Mississippi,2981835,MS,2406.7931324167835,36.3232707376498
1340281,17404,2022,Missouri,6124160,MO,2188.5140166161564,28.418591284355735
239559,2997,2022,Montana,1061705,MT,2256.361230285249,28.228180144202014
435358,3666,2022,Nebraska,1923826,NE,2262.9801239821063,19.05577739358965
648088,8914,2022,Nevada,3030281,NV,2138.705948392245,29.41641385732874
272492,2205,2022,New Hampshire,1355244,NH,2010.6490049024383,16.27013290595642
2109783,31412,2022,New Jersey,8885418,NJ,2374.433031738068,35.35230419097898
470513,6419,2022,New Mexico,2097021,NM,2243.72097370508,30.610089264723623
4779854,64176,2022,New York,19514849,NY,2449.3420369278797,32.885727171140296
2373587,20605,2022,North Carolina,10386227,NC,2285.321705370006,19.838773021232832
223409,2140,2022,North Dakota,760394,ND,2938.06894846619,28.143304655218216
2576245,33071,2022,Ohio,11675275,OH,2206.5818578149124,28.325671129802082
953116,12044,2022,Oklahoma,3949342,OK,2413.3539207290733,30.496219370214078
620653,6086,2022,Oregon,4176346,OR,1486.1148956528027,14.572547389512266
2656587,40563,2022,Pennsylvania,12794885,PA,2076.288298019091,31.70251237115457
341407,3302,2022,Rhode Island,1057798,RI,3227.525482180908,31.21578978217013
1355116,15266,2022,South Carolina,5091517,SC,2661.517186331697,29.983205398312528
225383,2637,2022,South Dakota,879336,SD,2563.10443334516,29.988536805043804
1802927,22231,2022,Tennessee,6772268,TN,2662.220396475745,32.82652133672206
6192817,79621,2022,Texas,28635442,TX,2162.6406185733053,27.805053611534962
875414,4107,2022,Utah,3151239,UT,2777.9993837344614,13.032968936980026
104160,533,2022,Vermont,624340,VT,1668.3217477656406,8.537015087932858
1525603,16127,2022,Virginia,8509358,VA,1792.8532328760878,18.952076055561417
1294536,10756,2022,Washington,7512465,WA,1723.184068078853,14.317537585865626
445061,5743,2022,West Virginia,1807426,WV,2462.4023334841922,31.774468221658864
1503538,12291,2022,Wisconsin,5806975,WI,2589.1931685602226,21.165925460330037
144526,1625,2022,Wyoming,581348,WY,2486.049663884627,27.952276433392736
1218257,17086,2022,Alabama,4893186,AL,2489.7009841849463,34.917945077092924
215643,1057,2022,Alaska,736990,AK,2925.996282174792,14.342121331361348
1870644,26205,2022,Arizona,7174064,AZ,2607.509495315347,36.52741319285693
776759,9634,2022,Arkansas,3011873,AR,2578.9898843676347,31.98674047677309
8411819,80267,2022,California,39346023,CA,2137.908321763549,20.400282895173422
1258871,11339,2022,Colorado,5684926,CO,2214.40173539638,19.945730164297654
699400,10010,2022,Connecticut,3570549,CT,1958.8024138584851,28.034904436264565
248111,2531,2022,Delaware,967679,DE,2563.980410859386,26.155367637408688
130888,1289,2022,District of Columbia,701974,DC,1864.5704826674491,18.3625034545439
5535803,65265,2022,Florida,21216924,FL,2609.1449448562853,30.760820937097197
2302164,31697,2022,Georgia,10516579,GA,2189.0806886916366,30.14002937647309
214249,1178,2022,Hawaii,1420074,HI,1508.7171513597177,8.29534235539838
380402,4423,2022,Idaho,1754367,ID,2168.3148394834147,25.2113725349371
2925690,34704,2022,Illinois,12716164,IL,2300.764601651882,27.29124915343967
1627324,21356,2022,Indiana,6696893,IN,2429.9686436680413,31.889414986920055
712288,8501,2022,Iowa,3150011,IA,2261.223849694493,26.987207346260064
731036,7565,2022,Kansas,2912619,KS,2509.8922996794295,25.97318770494871
1172511,12974,2022,Kentucky,4461952,KY,2627.798326830947,29.076960039014317
1170212,15674,2022,Louisiana,4664616,LA,2508.6995371108787,33.60190849579044
174225,1738,2022,Maine,1340825,ME,1299.3865717002593,12.962168813976469
955537,13484,2022,Maryland,6037624,MD,1582.637474609217,22.333288724173617
1611594,22034,2022,Massachusetts,6873003,MA,2344.8178329036086,32.05876674286335
2252688,32225,2022,Michigan,9973907,MI,2258.581316228435,32.30930466867197
1321903,11561,2022,Minnesota,5600166,MN,2360.4711003209545,20.644030909083767
727418,10935,2022,Mississippi,2981835,MS,2439.4978260031157,36.67204925825875
1345787,17421,2022,Missouri,6124160,MO,2197.504637370676,28.446350193332638
242930,3004,2022,Montana,1061705,MT,2288.112046189855,28.294111829557174
439326,3666,2022,Nebraska,1923826,NE,2283.6056899116656,19.05577739358965
656898,8951,2022,Nevada,3030281,NV,2167.7791597544915,29.538514745002196
276856,2209,2022,New Hampshire,1355244,NH,2042.8498484405761,16.299647886284685
2111856,31442,2022,New Jersey,8885418,NJ,2376.766067730297,35.38606737465812
480087,6456,2022,New Mexico,2097021,NM,2289.3762151165865,30.786530034749294
4789532,64247,2022,New York,19514849,NY,2454.3013374072225,32.92210972270398
2421306,20767,2022,North Carolina,10386227,NC,2331.266204753661,19.994748814945023
223767,2140,2022,North Dakota,760394,ND,2942.777034011315,28.143304655218216
2580405,33071,2022,Ohio,11675275,OH,2210.144943052733,28.325671129802082
976914,12044,2022,Oklahoma,3949342,OK,2473.6120599330216,30.496219370214078
633876,6100,2022,Oregon,4176346,OR,1517.776544376352,14.60606951627092
2661481,40581,2022,Pennsylvania,12794885,PA,2080.1132640113606,31.71658049290791
343779,3316,2022,Rhode Island,1057798,RI,3249.949423235816,31.348140193118155
1385019,15480,2022,South Carolina,5091517,SC,2720.248208932622,30.403512352016108
226413,2650,2022,South Dakota,879336,SD,2574.8178170801607,30.136375628883613
1802927,22231,2022,Tennessee,6772268,TN,2662.220396475745,32.82652133672206
6219346,79694,2022,Texas,28635442,TX,2171.905011977814,27.83054649549324
885686,4118,2022,Utah,3151239,UT,2810.596086174359,13.067875841851412
104472,536,2022,Vermont,624340,VT,1673.319024890284,8.585065829515969
1545650,16217,2022,Virginia,8509358,VA,1816.4120019395116,19.057841966456223
1335737,10838,2022,Washington,7512465,WA,1778.0275848206948,14.426689508703202
446771,5763,2022,West Virginia,1807426,WV,2471.863301734068,31.885122821072617
1516634,12374,2022,Wisconsin,5806975,WI,2611.745357953151,21.308857021082403
146505,1625,2022,Wyoming,581348,WY,2520.0912362302784,27.952276433392736
1223896,17146,2022,Alabama,4893186,AL,2501.2251731285096,35.04056457285703
215643,1057,2022,Alaska,736990,AK,2925.996282174792,14.342121331361348
1878211,26345,2022,Arizona,7174064,AZ,2618.057212759741,36.72256060163389
781396,9670,2022,Arkansas,3011873,AR,2594.3856198451927,32.106267428938736
8447069,80434,2022,California,39346023,CA,2146.8672958382604,20.442726829087658
1262603,11379,2022,Colorado,5684926,CO,2220.9664646470333,20.016091678238205
700640,10076,2022,Connecticut,3570549,CT,1962.2752691532871,28.219749960020152
248447,2544,2022,Delaware,967679,DE,2567.4526366698046,26.28970970745464
130949,1290,2022,District of Columbia,701974,DC,1865.4394607207676,18.376748996401577
5555874,65271,2022,Florida,21216924,FL,2618.6048458296787,30.76364886823368
2310054,31774,2022,Georgia,10516579,GA,2196.5831284108644,30.213247102503583
215303,1178,2022,Hawaii,1420074,HI,1516.139299782969,8.29534235539838
382572,4427,2022,Idaho,1754367,ID,2180.6839731937503,25.234172781407764
2934402,34853,2022,Illinois,12716164,IL,2307.615724364675,27.40842285456526
1632993,21487,2022,Indiana,6696893,IN,2438.4337632391616,32.085028086905375
719703,8501,2022,Iowa,3150011,IA,2284.763450032397,26.987207346260064
731161,7567,2022,Kansas,2912619,KS,2510.321466693721,25.980054377177378
1179699,13008,2022,Kentucky,4461952,KY,2643.907868125879,29.153159872629736
1174941,15744,2022,Louisiana,4664616,LA,2518.837563477894,33.751974439053505
175759,1751,2022,Maine,1340825,ME,1310.8272891689817,13.059124046762255
957036,13532,2022,Maryland,6037624,MD,1585.120239352434,22.4127901969384
1614642,22164,2022,Massachusetts,6873003,MA,2349.2525756208747,32.24791259366539
2252688,32225,2022,Michigan,9973907,MI,2258.581316228435,32.30930466867197
1343240,11607,2022,Minnesota,5600166,MN,2398.5717566229287,20.726171331349818
731667,11044,2022,Mississippi,2981835,MS,2453.747440753764,37.03759597697391
1350910,17727,2022,Missouri,6124160,MO,2205.869866234716,28.94601055491692
243890,3020,2022,Montana,1061705,MT,2297.1541058957055,28.444812824654683
441456,3705,2022,Nebraska,1923826,NE,2294.6773772680067,19.258498429691667
659036,9012,2022,Nevada,3030281,NV,2174.8346110476223,29.739816208463836
277355,2223,2022,New Hampshire,1355244,NH,2046.5318422365272,16.402950317433614
2115305,31557,2022,New Jersey,8885418,NJ,2380.647708413943,35.51549291209485
481852,6475,2022,New Mexico,2097021,NM,2297.792916713757,30.877134754492204
4796000,64461,2022,New York,19514849,NY,2457.615736611644,33.031769807698744
2430619,20827,2022,North Carolina,10386227,NC,2340.232887265029,20.052517627431023
225508,2140,2022,North Dakota,760394,ND,2965.673058966799,28.143304655218216
2586903,33537,2022,Ohio,11675275,OH,2215.7105507150795,28.724805197307987
979349,12044,2022,Oklahoma,3949342,OK,2479.7776439720847,30.496219370214078
638823,6124,2022,Oregon,4176346,OR,1529.6218273102852,14.66353601928576
2667166,40836,2022,Pennsylvania,12794885,PA,2084.556445798458,31.915878884413573
344841,3329,2022,Rhode Island,1057798,RI,3259.989147266302,31.47103700328418
1389266,15508,2022,South Carolina,5091517,SC,2728.589534317572,30.45850578521097
228169,2660,2022,South Dakota,879336,SD,2594.7874305157525,30.250097801068076
1830865,22399,2022,Tennessee,6772268,TN,2703.4739322188666,33.07459185017486
6254867,79934,2022,Texas,28635442,TX,2184.3095699378414,27.914358716725935
888532,4138,2022,Utah,3151239,UT,2819.6274544710827,13.131342941617566
104837,542,2022,Vermont,624340,VT,1679.165198449563,8.681167312682192
1551705,16252,2022,Virginia,8509358,VA,1823.5276973891569,19.098973154026424
1336200,10838,2022,Washington,7512465,WA,1778.6438938484239,14.426689508703202
448922,5778,2022,West Virginia,1807426,WV,2483.764203901017,31.968113770632932
1520874,12453,2022,Wisconsin,5806975,WI,2619.046922020501,21.444900313846713
147305,1650,2022,Wyoming,581348,WY,2533.852356935949,28.38231145544493
1229300,17215,2022,Alabama,4893186,AL,2512.2691023803304,35.181576992985754
219767,1064,2022,Alaska,736990,AK,2981.953622165837,14.437102267330628
1886541,26369,2022,Arizona,7174064,AZ,2629.6684835819697,36.756014443138504
786010,9693,2022,Arkansas,3011873,AR,2609.70499088109,32.182631870600126
8483510,80727,2022,California,39346023,CA,2156.1289688668153,20.517194329907245
1266514,11398,2022,Colorado,5684926,CO,2227.8460616725706,20.049513397359966
702426,10083,2022,Connecticut,3570549,CT,1967.2773010537035,28.239354788297263
248910,2552,2022,Delaware,967679,DE,2572.237281164518,26.372381750559846
131093,1290,2022,District of Columbia,701974,DC,1867.4908187482729,18.376748996401577
5572757,65273,2022,Florida,21216924,FL,2626.5621727258863,30.764591511945838
2317869,31880,2022,Georgia,10516579,GA,2204.0142521631797,30.314040335740355
216412,1188,2022,Hawaii,1420074,HI,1523.948751966447,8.365761220894123
384905,4455,2022,Idaho,1754367,ID,2193.982216947765,25.393774506702417
2943829,34966,2022,Illinois,12716164,IL,2315.029123562735,27.497286131257823
1639907,21598,2022,Indiana,6696893,IN,2448.7579538750283,32.25077659147309
722589,8657,2022,Iowa,3150011,IA,2293.92532280046,27.482443712101325
740099,7604,2022,Kansas,2912619,KS,2541.008624883653,26.107087813407794
1188934,13034,2022,Kentucky,4461952,KY,2664.6050876387735,29.211430333629767
1179814,15781,2022,Louisiana,4664616,LA,2529.2842969281933,33.831295009063986
177099,1759,2022,Maine,1340825,ME,1320.8211362407474,13.11878880539966
958385,13572,2022,Maryland,6037624,MD,1587.3545619932609,22.479041424242386
1620268,22255,2022,Massachusetts,6873003,MA,2357.4382260563543,32.38031468922682
2277192,32599,2022,Michigan,9973907,MI,2283.149421786267,32.68428309989255
1347150,11666,2022,Minnesota,5600166,MN,2405.5536925155434,20.8315253512128
737607,11170,2022,Mississippi,2981835,MS,2473.6680601039293,37.46015456925014
1360166,17807,2022,Missouri,6124160,MO,2220.9837757341415,29.076640714808235
245324,3030,2022,Montana,1061705,MT,2310.6606825813196,28.539000946590626
443144,3705,2022,Nebraska,1923826,NE,2303.4515595485245,19.258498429691667
661168,9050,2022,Nevada,3030281,NV,2181.870262196806,29.865217120128463
278691,2232,2022,New Hampshire,1355244,NH,2056.3898456661677,16.46935902317221
2119298,31663,2022,New Jersey,8885418,NJ,2385.1415881616376,35.634789494427835
484454,6490,2022,New Mexico,2097021,NM,2310.2009946490757,30.948664796394503
4804328,64646,2022,New York,19514849,NY,2461.8832561809727,33.126569413885804
2443062,20917,2022,North Carolina,10386227,NC,2352.2131761610835,20.139170846160017
226745,2162,2022,North Dakota,760394,ND,2981.9409411436704,28.432628347935413
2595504,33537,2022,Ohio,11675275,OH,2223.0774007464493,28.724805197307987
983937,12193,2022,Oklahoma,3949342,OK,2491.3947690526675,30.873497407922635
643973,6163,2022,Oregon,4176346,OR,1541.9531810822186,14.756919086684867
2674471,41028,2022,Pennsylvania,12794885,PA,2090.2657585433553,32.06593884978255
345836,3334,2022,Rhode Island,1057798,RI,3269.3954800443944,31.51830500719419
1394651,15609,2022,South Carolina,5091517,SC,2739.1659499516545,30.656874954949576
228938,2665,2022,South Dakota,879336,SD,2603.5326655567383,30.306958887160313
1835278,22544,2022,Tennessee,6772268,TN,2709.9902130276005,33.28870032904781
6280918,80221,2022,Texas,28635442,TX,2193.407037335062,28.0145841646167
892141,4150,2022,Utah,3151239,UT,2831.0800926238853,13.16942320147726
105569,545,2022,Vermont,624340,VT,1690.889579395842,8.729218054265305
1558383,16412,2022,Virginia,8509358,VA,1831.3755279775512,19.287001440061637
1351639,10924,2022,Washington,7512465,WA,1799.1950711251234,14.541165915581637
451910,5814,2022,West Virginia,1807426,WV,2500.296001053432,32.16729204957769
1526321,12509,2022,Wisconsin,5806975,WI,2628.42702095325,21.541336065679637
148382,1650,2022,Wyoming,581348,WY,2552.378265685957,28.38231145544493
1229300,17215,2022,Alabama,4893186,AL,2512.2691023803304,35.181576992985754
219767,1064,2022,Alaska,736990,AK,2981.953622165837,14.437102267330628
1894335,26430,2022,Arizona,7174064,AZ,2640.532618610595,36.841042956962745
790223,9733,2022,Arkansas,3011873,AR,2623.692964477586,32.31543959522862
8562030,80922,2022,California,39346023,CA,2176.085242465293,20.56675461202267
1271310,11409,2022,Colorado,5684926,CO,2236.2824071940427,20.068862813693617
704871,10083,2022,Connecticut,3570549,CT,1974.124987501922,28.239354788297263
249716,2555,2022,Delaware,967679,DE,2580.566489507368,26.403383766724296
131284,1291,2022,District of Columbia,701974,DC,1870.2117172430887,18.390994538259253
5590369,65993,2022,Florida,21216924,FL,2634.863093255177,31.10394324832384
2325658,32002,2022,Georgia,10516579,GA,2211.420653046965,30.430047641918538
217895,1191,2022,Hawaii,1420074,HI,1534.3918697194654,8.386886880542844
387384,4468,2022,Idaho,1754367,ID,2208.1126696979595,25.467875307732076
2943829,34966,2022,Illinois,12716164,IL,2315.029123562735,27.497286131257823
1646533,21666,2022,Indiana,6696893,IN,2458.6520943368814,32.35231621589295
724912,8657,2022,Iowa,3150011,IA,2301.2999002225706,27.482443712101325
740153,7608,2022,Kansas,2912619,KS,2541.194025033827,26.12082115786514
1197175,13058,2022,Kentucky,4461952,KY,2683.0745826042057,29.26521845147595
1185174,15841,2022,Louisiana,4664616,LA,2540.7750605837655,33.95992296043233
178501,1777,2022,Maine,1340825,ME,1331.2773851919526,13.253034512333823
960459,13611,2022,Maryland,6037624,MD,1590.7896881289726,22.54363637086377
1625704,22316,2022,Massachusetts,6873003,MA,2365.347432556046,32.46906774229547
2277192,32599,2022,Michigan,9973907,MI,2283.149421786267,32.68428309989255
1352598,11711,2022,Minnesota,5600166,MN,2415.28197557001,20.911880112125246
744023,11202,2022,Mississippi,2981835,MS,2495.185011913805,37.56747103712982
1364896,17837,2022,Missouri,6124160,MO,2228.7072839377156,29.12562702476748
246377,3033,2022,Montana,1061705,MT,2320.5786918211743,28.56725738317141
444695,3731,2022,Nebraska,1923826,NE,2311.5136192150435,19.393645787093014
663107,9084,2022,Nevada,3030281,NV,2188.2690087156934,29.97741793582839
279842,2239,2022,New Hampshire,1355244,NH,2064.8827812556265,16.521010238746676
2123207,31769,2022,New Jersey,8885418,NJ,2389.54093099503,35.75408607676082
487604,6518,2022,New Mexico,2097021,NM,2325.2223034485587,31.082187541278792
4814634,64812,2022,New York,19514849,NY,2467.164362891048,33.21163284430231
2458111,21037,2022,North Carolina,10386227,NC,2366.7025571461127,20.25470847113201
228087,2168,2022,North Dakota,760394,ND,2999.5896863994194,28.51153480958556
2601241,33537,2022,Ohio,11675275,OH,2227.991203633319,28.724805197307987
988190,12193,2022,Oklahoma,3949342,OK,2502.163651565248,30.873497407922635
649389,6181,2022,Oregon,4176346,OR,1554.9214552625667,14.800018963945995
2681717,41199,2022,Pennsylvania,12794885,PA,2095.9289591113948,32.19958600643929
347041,3341,2022,Rhode Island,1057798,RI,3280.7870689867063,31.584480212668204
1400276,15744,2022,South Carolina,5091517,SC,2750.213737870265,30.922021864996225
229671,2677,2022,South Dakota,879336,SD,2611.8685007778595,30.443425493781675
1847542,22618,2022,Tennessee,6772268,TN,2728.099360509655,33.39796948378298
6308863,80518,2022,Texas,28635442,TX,2203.165922844844,28.11830178839216
895624,4160,2022,Utah,3151239,UT,2842.132888048161,13.201156751360339
106174,548,2022,Vermont,624340,VT,1700.5798122817694,8.777268795848416
1565522,16548,2022,Virginia,8509358,VA,1839.7651150650847,19.446825483191564
