state,cases,deaths,year
Virginia,2114758,22155,2022
Washington,1835348,14585,2022
West Virginia,606794,7502,2022
Wisconsin,1893061,15417,2022
Wyoming,178444,1908,2022
Alabama,1534287,20558,2022
Alaska,298479,1369,2022
American Samoa,8251,34,2022
Arizona,2287886,31548,2022
Arkansas,959014,12462,2022
California,11361181,96928,2022
Colorado,1679515,13614,2022
Connecticut,910919,11462,2022
Delaware,312850,3136,2022
District of Columbia,169436,1392,2022
Florida,7149300,82176,2022
Georgia,2835571,39057,2022
Guam,59720,402,2022
Hawaii,353081,1701,2022
Idaho,499973,5219,2022
Illinois,3813025,39968,2022
Indiana,1937565,24864,2022
Iowa,862925,10177,2022
Kansas,888315,9628,2022
Kentucky,1611523,17261,2022
Louisiana,1461433,18168,2022
Maine,296746,2642,2022
Maryland,1267155,15539,2022
Massachusetts,2086638,22023,2022
Michigan,2877509,39199,2022
Minnesota,1686048,13825,2022
Mississippi,933065,12968,2022
Missouri,1683956,21845,2022
Montana,314068,3569,2022
Nebraska,540345,4559,2022
Nevada,850204,11555,2022
New Hampshire,356580,2737,2022
New Jersey,2789256,34898,2022
New Mexico,626714,8635,2022
New York,6223314,72424,2022
North Carolina,3237440,26963,2022
North Dakota,271913,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3185038,40178,2022
Oklahoma,1208316,14961,2022
Oregon,908188,8680,2022
Pennsylvania,3304816,47705,2022
Puerto Rico,1011753,5248,2022
Rhode Island,432042,3696,2022
South Carolina,1721693,18578,2022
South Dakota,264187,3059,2022
Tennessee,2298594,27792,2022
Texas,7917515,91289,2022
Utah,1045758,5056,2022
Vermont,144895,740,2022
Virgin Islands,23311,124,2022
Virginia,2116060,22171,2022
Washington,1835720,14595,2022
West Virginia,607087,7513,2022
Wisconsin,1894346,15434,2022
Wyoming,178444,1908,2022
Alabama,1534287,20558,2022
Alaska,298479,1369,2022
American Samoa,8257,34,2022
Arizona,2287886,31548,2022
Arkansas,959296,12475,2022
California,11362397,96928,2022
Colorado,1680534,13618,2022
Connecticut,912055,11463,2022
Delaware,312990,3147,2022
District of Columbia,169709,1397,2022
Florida,7149300,82176,2022
Georgia,2835571,39057,2022
Guam,59720,402,2022
Hawaii,353081,1701,2022
Idaho,499980,5220,2022
Illinois,3816464,39982,2022
Indiana,1937565,24901,2022
Iowa,862925,10177,2022
Kansas,888322,9632,2022
Kentucky,1611523,17261,2022
Louisiana,1461433,18168,2022
Maine,297021,2644,2022
Maryland,1268014,15550,2022
Massachusetts,2086638,22023,2022
Michigan,2886176,39250,2022
Minnesota,1686048,13825,2022
Mississippi,933065,12968,2022
Missouri,1684195,21847,2022
Montana,314743,3574,2022
Nebraska,535012,4550,2022
Nevada,852961,11555,2022
New Hampshire,356867,2745,2022
New Jersey,2791469,34905,2022
New Mexico,627203,8644,2022
New York,6228543,72414,2022
North Carolina,3237440,26963,2022
North Dakota,272812,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3185038,40178,2022
Oklahoma,1208316,14961,2022
Oregon,908188,8680,2022
Pennsylvania,3304816,47705,2022
Puerto Rico,1012950,5252,2022
Rhode Island,432042,3696,2022
South Carolina,1721693,18578,2022
South Dakota,264187,3059,2022
Tennessee,2298594,27792,2022
Texas,7921604,91310,2022
Utah,1045758,5056,2022
Vermont,144895,740,2022
Virgin Islands,23311,124,2022
Virginia,2117608,22189,2022
Washington,1835792,14595,2022
West Virginia,607366,7514,2022
Wisconsin,1895481,15460,2022
Wyoming,178444,1908,2022
Alabama,1534287,20558,2022
Alaska,298479,1369,2022
American Samoa,8257,34,2022
Arizona,2287886,31548,2022
Arkansas,959579,12488,2022
California,11362397,96928,2022
Colorado,1680534,13618,2022
Connecticut,912055,11463,2022
Delaware,312990,3147,2022
District of Columbia,169709,1397,2022
Florida,7149300,82176,2022
Georgia,2835571,39057,2022
Guam,59720,402,2022
Hawaii,353081,1701,2022
Idaho,499980,5220,2022
Illinois,3816464,39982,2022
Indiana,1937565,24901,2022
Iowa,862925,10177,2022
Kansas,888322,9632,2022
Kentucky,1611523,17261,2022
Louisiana,1461433,18168,2022
Maine,297246,2648,2022
Maryland,1268014,15550,2022
Massachusetts,2086638,22023,2022
Michigan,2886176,39250,2022
Minnesota,1686048,13825,2022
Mississippi,933065,12968,2022
Missouri,1684195,21847,2022
Montana,314743,3574,2022
Nebraska,535012,4550,2022
Nevada,852961,11555,2022
New Hampshire,356867,2745,2022
New Jersey,2791469,34905,2022
New Mexico,627203,8644,2022
New York,6230820,72414,2022
North Carolina,3237440,26963,2022
North Dakota,272812,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3185038,40178,2022
Oklahoma,1208316,14961,2022
Oregon,908188,8680,2022
Pennsylvania,3304816,47705,2022
Puerto Rico,1013857,5257,2022
Rhode Island,432042,3696,2022
South Carolina,1721693,18578,2022
South Dakota,264187,3059,2022
Tennessee,2298594,27792,2022
Texas,7921604,91310,2022
Utah,1045758,5056,2022
Vermont,144895,740,2022
Virgin Islands,23311,124,2022
Virginia,2117608,22189,2022
Washington,1835792,14595,2022
West Virginia,607366,7514,2022
Wisconsin,1895481,15460,2022
Wyoming,178444,1908,2022
Alabama,1534287,20558,2022
Alaska,298479,1369,2022
American Samoa,8257,34,2022
Arizona,2287886,31548,2022
Arkansas,959682,12488,2022
California,11362397,96928,2022
Colorado,1680534,13618,2022
Connecticut,912997,11463,2022
Delaware,312990,3147,2022
District of Columbia,169709,1397,2022
Florida,7149300,82176,2022
Georgia,2835571,39057,2022
Guam,59720,402,2022
Hawaii,353081,1701,2022
Idaho,499980,5220,2022
Illinois,3816464,39982,2022
Indiana,1937565,24901,2022
Iowa,862925,10177,2022
Kansas,888322,9632,2022
Kentucky,1611523,17261,2022
Louisiana,1461433,18168,2022
Maine,297246,2648,2022
Maryland,1268014,15550,2022
Massachusetts,2086638,22023,2022
Michigan,2886176,39250,2022
Minnesota,1686048,13825,2022
Mississippi,933065,12968,2022
Missouri,1684195,21847,2022
Montana,314743,3574,2022
Nebraska,535012,4550,2022
Nevada,852961,11555,2022
New Hampshire,356867,2745,2022
New Jersey,2791469,34905,2022
New Mexico,627203,8644,2022
New York,6232565,72414,2022
North Carolina,3237440,26963,2022
North Dakota,272812,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3185038,40178,2022
Oklahoma,1208316,14961,2022
Oregon,908188,8680,2022
Pennsylvania,3304816,47705,2022
Puerto Rico,1014746,5259,2022
Rhode Island,432042,3696,2022
South Carolina,1721693,18578,2022
South Dakota,264187,3059,2022
Tennessee,2298594,27792,2022
Texas,7921604,91310,2022
Utah,1045758,5056,2022
Vermont,144895,740,2022
Virgin Islands,23311,124,2022
Virginia,2117608,22189,2022
Washington,1835792,14595,2022
West Virginia,607366,7514,2022
Wisconsin,1895481,15460,2022
Wyoming,178444,1908,2022
Alabama,1534287,20558,2022
Alaska,298479,1369,2022
American Samoa,8257,34,2022
Arizona,2287886,31548,2022
Arkansas,959855,12489,2022
California,11364908,96960,2022
Colorado,1681928,13626,2022
Connecticut,913153,11463,2022
Delaware,313383,3147,2022
District of Columbia,169709,1397,2022
Florida,7149300,82176,2022
Georgia,2835571,39057,2022
Guam,59804,404,2022
Hawaii,353081,1701,2022
Idaho,499991,5220,2022
Illinois,3821443,39997,2022
Indiana,1937565,24901,2022
Iowa,862925,10177,2022
Kansas,888322,9632,2022
Kentucky,1618948,17322,2022
Louisiana,1461433,18168,2022
Maine,297246,2648,2022
Maryland,1268833,15558,2022
Massachusetts,2086638,22023,2022
Michigan,2886176,39250,2022
Minnesota,1686048,13825,2022
Mississippi,933065,12968,2022
Missouri,1684834,21846,2022
Montana,314811,3574,2022
Nebraska,535139,4550,2022
Nevada,852961,11555,2022
New Hampshire,357209,2751,2022
New Jersey,2797842,34916,2022
New Mexico,628243,8645,2022
New York,6241217,72399,2022
North Carolina,3237440,26963,2022
North Dakota,272812,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3185038,40178,2022
Oklahoma,1208316,14961,2022
Oregon,908188,8680,2022
Pennsylvania,3305389,47705,2022
Puerto Rico,1015553,5260,2022
Rhode Island,432042,3696,2022
South Carolina,1721693,18578,2022
South Dakota,264187,3059,2022
Tennessee,2298594,27792,2022
Texas,7925331,91324,2022
Utah,1045758,5056,2022
Vermont,144895,740,2022
Virgin Islands,23311,124,2022
Virginia,2120280,22199,2022
Washington,1838501,14617,2022
West Virginia,608104,7522,2022
Wisconsin,1895481,15460,2022
Wyoming,178444,1908,2022
Alabama,1534287,20558,2022
Alaska,298479,1369,2022
American Samoa,8257,34,2022
Arizona,2287886,31548,2022
Arkansas,960225,12502,2022
California,11365734,96966,2022
Colorado,1683042,13631,2022
Connecticut,913565,11478,2022
Delaware,313466,3147,2022
District of Columbia,169709,1397,2022
Florida,7149300,82176,2022
Georgia,2835571,39057,2022
Guam,59804,404,2022
Hawaii,353081,1701,2022
Idaho,500000,5220,2022
Illinois,3823381,40022,2022
Indiana,1937565,24901,2022
Iowa,862925,10177,2022
Kansas,888322,9632,2022
Kentucky,1618948,17322,2022
Louisiana,1461433,18168,2022
Maine,297580,2653,2022
Maryland,1270417,15567,2022
Massachusetts,2086638,22023,2022
Michigan,2889119,39354,2022
Minnesota,1686048,13825,2022
Mississippi,933065,12968,2022
Missouri,1689978,21859,2022
Montana,314811,3574,2022
Nebraska,535265,4550,2022
Nevada,852961,11555,2022
New Hampshire,357370,2754,2022
New Jersey,2799399,34925,2022
New Mexico,628725,8647,2022
New York,6244198,72437,2022
North Carolina,3237440,26963,2022
North Dakota,272812,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3185038,40178,2022
Oklahoma,1208316,14961,2022
Oregon,908188,8680,2022
Pennsylvania,3305389,47705,2022
Puerto Rico,1015553,5262,2022
Rhode Island,432042,3696,2022
South Carolina,1725160,18633,2022
South Dakota,264187,3059,2022
Tennessee,2298594,27792,2022
Texas,7925728,91326,2022
Utah,1045758,5056,2022
Vermont,144895,740,2022
Virgin Islands,23311,124,2022
Virginia,2121345,22204,2022
Washington,1838762,14615,2022
West Virginia,608341,7530,2022
Wisconsin,1898878,15478,2022
Wyoming,178866,1914,2022
Alabama,1534287,20558,2022
Alaska,298845,1369,2022
American Samoa,8257,34,2022
Arizona,2293015,31573,2022
Arkansas,960630,12506,2022
California,11367123,96976,2022
Colorado,1684272,13635,2022
Connecticut,913979,11478,2022
Delaware,313600,3147,2022
District of Columbia,169709,1397,2022
Florida,7149300,82176,2022
Georgia,2839500,39127,2022
Guam,59804,404,2022
Hawaii,354077,1708,2022
Idaho,500972,5228,2022
Illinois,3825128,40032,2022
Indiana,1942708,24901,2022
Iowa,864752,10207,2022
Kansas,890680,9632,2022
Kentucky,1618948,17322,2022
Louisiana,1463379,18193,2022
Maine,297958,2653,2022
Maryland,1271118,15578,2022
Massachusetts,2086638,22023,2022
Michigan,2889119,39354,2022
Minnesota,1686048,13825,2022
Mississippi,934401,12992,2022
Missouri,1690224,21867,2022
Montana,314811,3574,2022
Nebraska,535305,4550,2022
Nevada,852961,11570,2022
New Hampshire,357570,2761,2022
New Jersey,2801506,34925,2022
New Mexico,629318,8647,2022
New York,6248012,72468,2022
North Carolina,3246175,27244,2022
North Dakota,272812,2434,2022
Northern Mariana Islands,13212,41,2022
Ohio,3185038,40178,2022
Oklahoma,1208316,14961,2022
Oregon,910693,8726,2022
Pennsylvania,3317854,47840,2022
Puerto Rico,1016756,5265,2022
Rhode Island,432042,3696,2022
South Carolina,1725160,18633,2022
South Dakota,265019,3065,2022
Tennessee,2305487,27839,2022
Texas,7928639,91349,2022
Utah,1045758,5056,2022
Vermont,145409,754,2022
Virgin Islands,23311,124,2022
Virginia,2122439,22211,2022
Washington,1838841,14631,2022
West Virginia,608652,7534,2022
Wisconsin,1900042,15481,2022
Wyoming,178866,1914,2022
Alabama,1534287,20558,2022
Alaska,298845,1369,2022
American Samoa,8257,34,2022
Arizona,2293015,31573,2022
Arkansas,960920,12506,2022
California,11383971,97064,2022
Colorado,1685037,13643,2022
Connecticut,914441,11478,2022
Delaware,313751,3147,2022
District of Columbia,170041,1397,2022
Florida,7149300,82176,2022
Georgia,2839500,39127,2022
Guam,59804,404,2022
Hawaii,354077,1708,2022
Idaho,501037,5228,2022
Illinois,3828247,40040,2022
Indiana,1942708,24950,2022
Iowa,864752,10207,2022
Kansas,890680,9632,2022
Kentucky,1618948,17322,2022
Louisiana,1463379,18193,2022
Maine,298179,2653,2022
Maryland,1272014,15585,2022
Massachusetts,2092838,22106,2022
Michigan,2897827,39407,2022
Minnesota,1691086,13873,2022
Mississippi,934401,12992,2022
Missouri,1690449,21869,2022
Montana,314811,3574,2022
Nebraska,535394,4562,2022
Nevada,854702,11570,2022
New Hampshire,357797,2764,2022
New Jersey,2803898,34935,2022
New Mexico,630082,8658,2022
New York,6253375,72505,2022
North Carolina,3246175,27244,2022
North Dakota,272812,2434,2022
Northern Mariana Islands,13212,41,2022
Ohio,3197300,40249,2022
Oklahoma,1211210,14992,2022
Oregon,910693,8726,2022
Pennsylvania,3317854,47840,2022
Puerto Rico,1018156,5268,2022
Rhode Island,433348,3705,2022
South Carolina,1725160,18633,2022
South Dakota,265019,3065,2022
Tennessee,2305487,27839,2022
Texas,7929279,91357,2022
Utah,1048168,5065,2022
Vermont,145409,754,2022
Virgin Islands,23311,124,2022
Virginia,2123638,22217,2022
Washington,1839241,14630,2022
West Virginia,608965,7534,2022
Wisconsin,1901398,15482,2022
Wyoming,178866,1914,2022
Alabama,1534287,20558,2022
Alaska,298845,1369,2022
American Samoa,8257,34,2022
Arizona,2293015,31573,2022
Arkansas,961287,12519,2022
California,11385477,97025,2022
Colorado,1686535,13653,2022
Connecticut,914850,11478,2022
Delaware,313913,3147,2022
District of Columbia,170041,1397,2022
Florida,7172457,82541,2022
Georgia,2839500,39127,2022
Guam,59804,404,2022
Hawaii,354077,1708,2022
Idaho,501043,5228,2022
Illinois,3830714,40058,2022
Indiana,1942708,24950,2022
Iowa,864752,10207,2022
Kansas,890703,9645,2022
Kentucky,1618948,17322,2022
Louisiana,1463379,18193,2022
Maine,298388,2661,2022
Maryland,1272849,15592,2022
Massachusetts,2092838,22106,2022
Michigan,2897827,39407,2022
Minnesota,1691086,13873,2022
Mississippi,934401,12992,2022
Missouri,1690568,21869,2022
Montana,315584,3577,2022
Nebraska,536296,4562,2022
Nevada,854702,11570,2022
New Hampshire,357999,2769,2022
New Jersey,2805871,34942,2022
New Mexico,630704,8666,2022
New York,6258681,72537,2022
North Carolina,3246175,27244,2022
North Dakota,273779,2434,2022
Northern Mariana Islands,13212,41,2022
Ohio,3197300,40249,2022
Oklahoma,1211210,14992,2022
Oregon,910693,8726,2022
Pennsylvania,3317854,47840,2022
Puerto Rico,1019369,5273,2022
Rhode Island,433348,3705,2022
South Carolina,1725160,18633,2022
South Dakota,265019,3065,2022
Tennessee,2305487,27839,2022
Texas,7932946,91376,2022
Utah,1048168,5065,2022
Vermont,145409,754,2022
Virgin Islands,23388,124,2022
Virginia,2124932,22222,2022
Washington,1839241,14630,2022
West Virginia,609356,7534,2022
Wisconsin,1902612,15492,2022
Wyoming,178866,1914,2022
Alabama,1534287,20558,2022
Alaska,298845,1369,2022
American Samoa,8257,34,2022
Arizona,2293015,31573,2022
Arkansas,961287,12519,2022
California,11385477,97025,2022
Colorado,1686535,13653,2022
Connecticut,914850,11478,2022
Delaware,313913,3147,2022
District of Columbia,170041,1397,2022
Florida,7172457,82541,2022
Georgia,2839500,39127,2022
Guam,59804,404,2022
Hawaii,354077,1708,2022
Idaho,501043,5228,2022
Illinois,3830714,40058,2022
Indiana,1942708,24950,2022
Iowa,864752,10207,2022
Kansas,890703,9645,2022
Kentucky,1618948,17322,2022
Louisiana,1463379,18193,2022
Maine,298571,2679,2022
Maryland,1272849,15592,2022
Massachusetts,2092838,22106,2022
Michigan,2897827,39407,2022
Minnesota,1691086,13873,2022
Mississippi,934401,12992,2022
Missouri,1690568,21869,2022
Montana,315584,3577,2022
Nebraska,536296,4562,2022
Nevada,854702,11570,2022
New Hampshire,357999,2769,2022
New Jersey,2805871,34942,2022
New Mexico,630704,8666,2022
New York,6260856,72537,2022
North Carolina,3246175,27244,2022
North Dakota,273779,2434,2022
Northern Mariana Islands,13212,41,2022
Ohio,3197300,40249,2022
Oklahoma,1211210,14992,2022
Oregon,910693,8726,2022
Pennsylvania,3317854,47840,2022
Puerto Rico,1020681,5276,2022
Rhode Island,433348,3705,2022
South Carolina,1725160,18633,2022
South Dakota,265019,3065,2022
Tennessee,2305487,27839,2022
Texas,7932946,91376,2022
Utah,1048168,5065,2022
Vermont,145409,754,2022
Virgin Islands,23388,124,2022
Virginia,2124932,22222,2022
Washington,1839300,14630,2022
West Virginia,609356,7534,2022
Wisconsin,1902612,15492,2022
Wyoming,178866,1914,2022
Alabama,1534287,20558,2022
Alaska,298845,1369,2022
American Samoa,8257,34,2022
Arizona,2293015,31573,2022
Arkansas,961765,12521,2022
California,11385477,97025,2022
Colorado,1686535,13653,2022
Connecticut,915594,11478,2022
Delaware,313913,3147,2022
District of Columbia,170041,1397,2022
Florida,7172457,82541,2022
Georgia,2839500,39127,2022
Guam,59804,404,2022
Hawaii,354077,1708,2022
Idaho,501043,5228,2022
Illinois,3830714,40058,2022
Indiana,1942708,24950,2022
Iowa,864752,10207,2022
Kansas,890703,9645,2022
Kentucky,1618948,17322,2022
Louisiana,1463379,18193,2022
Maine,298571,2679,2022
Maryland,1272849,15592,2022
Massachusetts,2092838,22106,2022
Michigan,2897827,39407,2022
Minnesota,1691086,13873,2022
Mississippi,934401,12992,2022
Missouri,1690568,21869,2022
Montana,315584,3577,2022
Nebraska,536296,4562,2022
Nevada,854702,11570,2022
New Hampshire,357999,2769,2022
New Jersey,2808399,34942,2022
New Mexico,630704,8666,2022
New York,6262784,72537,2022
North Carolina,3246175,27244,2022
North Dakota,273779,2434,2022
Northern Mariana Islands,13212,41,2022
Ohio,3197300,40249,2022
Oklahoma,1211210,14992,2022
Oregon,910693,8726,2022
Pennsylvania,3317854,47840,2022
Puerto Rico,1021642,5279,2022
Rhode Island,433348,3705,2022
South Carolina,1725160,18633,2022
South Dakota,265019,3065,2022
Tennessee,2305487,27839,2022
Texas,7932946,91376,2022
Utah,1048168,5065,2022
Vermont,145409,754,2022
Virgin Islands,23388,124,2022
Virginia,2124932,22222,2022
Washington,1839300,14630,2022
West Virginia,609356,7534,2022
Wisconsin,1902612,15492,2022
Wyoming,178866,1914,2022
Alabama,1534287,20558,2022
Alaska,298845,1369,2022
American Samoa,8257,34,2022
Arizona,2293015,31573,2022
Arkansas,961908,12521,2022
California,11388453,97042,2022
Colorado,1688375,13658,2022
Connecticut,915785,11478,2022
Delaware,314303,3147,2022
District of Columbia,170041,1397,2022
Florida,7172457,82541,2022
Georgia,2839500,39127,2022
Guam,59804,404,2022
Hawaii,354077,1708,2022
Idaho,501056,5228,2022
Illinois,3835468,40064,2022
Indiana,1942708,24950,2022
Iowa,864752,10207,2022
Kansas,890703,9645,2022
Kentucky,1624756,17363,2022
Louisiana,1463379,18193,2022
Maine,298571,2679,2022
Maryland,1273721,15593,2022
Massachusetts,2092838,22106,2022
Michigan,2897827,39407,2022
Minnesota,1691086,13873,2022
Mississippi,934401,12992,2022
Missouri,1690691,21869,2022
Montana,315677,3577,2022
Nebraska,536456,4562,2022
Nevada,854702,11570,2022
New Hampshire,358458,2772,2022
New Jersey,2810076,34949,2022
New Mexico,631988,8668,2022
New York,6272789,72572,2022
North Carolina,3246175,27244,2022
North Dakota,273779,2434,2022
Northern Mariana Islands,13212,41,2022
Ohio,3197300,40249,2022
Oklahoma,1211210,14992,2022
Oregon,910693,8726,2022
Pennsylvania,3318490,47840,2022
Puerto Rico,1022241,5279,2022
Rhode Island,433348,3705,2022
South Carolina,1725160,18633,2022
South Dakota,265019,3065,2022
Tennessee,2305487,27839,2022
Texas,7936925,91390,2022
Utah,1048168,5065,2022
Vermont,145409,754,2022
Virgin Islands,23413,124,2022
Virginia,2127581,22226,2022
Washington,1839328,14630,2022
West Virginia,609944,7536,2022
Wisconsin,1902612,15492,2022
Wyoming,178866,1914,2022
