state,cases,deaths,year
New Hampshire,178967,1810,2021
New Jersey,1311119,28613,2021
New Mexico,332975,5493,2021
New York,2867444,57788,2021
North Carolina,1577444,19043,2021
North Dakota,167861,2005,2021
Northern Mariana Islands,2018,6,2021
Ohio,1796951,27594,2021
Oklahoma,684340,11384,2021
Oregon,402436,5469,2021
Pennsylvania,1850578,34731,2021
Puerto Rico,223316,3276,2021
Rhode Island,204954,2975,2021
South Carolina,932938,14419,2021
South Dakota,172300,2411,2021
Tennessee,1311688,17662,2021
Texas,4393556,75025,2021
Utah,614412,3673,2021
Vermont,56317,436,2021
Virgin Islands,7612,88,2021
Virginia,1003110,14992,2021
Washington,797549,9652,2021
West Virginia,308985,5114,2021
Wisconsin,1038692,10483,2021
Wyoming,113233,1502,2021
Alabama,854876,16304,2021
Alaska,153222,865,2021
American Samoa,10,0,2021
Arizona,1323997,23324,2021
Arkansas,540510,8901,2021
California,5184663,75718,2021
Colorado,867031,9974,2021
Connecticut,452038,9002,2021
Delaware,162331,2230,2021
District of Columbia,69867,1203,2021
Florida,3724273,62074,2021
Georgia,1652242,29773,2021
Guam,20317,270,2021
Hawaii,86857,1060,2021
Idaho,313070,4059,2021
Illinois,1926536,30076,2021
Indiana,1174614,18272,2021
Iowa,553407,7680,2021
Kansas,494366,6924,2021
Kentucky,825222,11743,2021
Louisiana,778542,14912,2021
Maine,132884,1378,2021
Maryland,592912,11255,2021
Massachusetts,991709,19753,2021
Michigan,1596654,27425,2021
Minnesota,971791,10142,2021
Mississippi,520834,10347,2021
Missouri,963760,15843,2021
Montana,194606,2870,2021
Nebraska,324720,3276,2021
Nevada,481301,8244,2021
New Hampshire,180238,1817,2021
New Jersey,1316108,28643,2021
New Mexico,334324,5518,2021
New York,2879827,57867,2021
North Carolina,1581193,19080,2021
North Dakota,168296,2011,2021
Northern Mariana Islands,2117,6,2021
Ohio,1807539,27594,2021
Oklahoma,684579,11435,2021
Oregon,403329,5508,2021
Pennsylvania,1857879,34990,2021
Puerto Rico,223450,3277,2021
Rhode Island,206357,2980,2021
South Carolina,933754,14431,2021
South Dakota,172744,2419,2021
Tennessee,1313794,17743,2021
Texas,4399099,75112,2021
Utah,615719,3688,2021
Vermont,56661,440,2021
Virgin Islands,7612,88,2021
Virginia,1006245,15025,2021
Washington,799111,9681,2021
West Virginia,310245,5142,2021
Wisconsin,1043817,10544,2021
Wyoming,113359,1502,2021
Alabama,855692,16320,2021
Alaska,153222,865,2021
American Samoa,10,0,2021
Arizona,1326908,23344,2021
Arkansas,541315,8913,2021
California,5192915,75792,2021
Colorado,869105,10024,2021
Connecticut,454123,9002,2021
Delaware,163021,2231,2021
District of Columbia,70375,1204,2021
Florida,3730654,62191,2021
Georgia,1654618,29783,2021
Guam,20326,271,2021
Hawaii,87241,1062,2021
Idaho,313450,4063,2021
Illinois,1938824,30135,2021
Indiana,1180081,18332,2021
Iowa,553407,7680,2021
Kansas,494555,6924,2021
Kentucky,827522,11766,2021
Louisiana,779567,14918,2021
Maine,134170,1405,2021
Maryland,592912,11255,2021
Massachusetts,998400,19783,2021
Michigan,1596654,27425,2021
Minnesota,975571,10181,2021
Mississippi,521544,10351,2021
Missouri,968296,15853,2021
Montana,194769,2875,2021
Nebraska,325655,3282,2021
Nevada,482138,8263,2021
New Hampshire,181660,1828,2021
New Jersey,1323331,28659,2021
New Mexico,335617,5551,2021
New York,2897347,57911,2021
North Carolina,1585363,19109,2021
North Dakota,168711,2016,2021
Northern Mariana Islands,2205,6,2021
Ohio,1819342,27594,2021
Oklahoma,684579,11435,2021
Oregon,404229,5527,2021
Pennsylvania,1865568,35095,2021
Puerto Rico,223921,3278,2021
Rhode Island,207556,2985,2021
South Carolina,934880,14445,2021
South Dakota,173257,2430,2021
Tennessee,1315999,17782,2021
Texas,4404958,75212,2021
Utah,616824,3697,2021
Vermont,57333,448,2021
Virgin Islands,7612,88,2021
Virginia,1009933,15055,2021
Washington,801122,9702,2021
West Virginia,311524,5142,2021
Wisconsin,1049488,10611,2021
Wyoming,113478,1502,2021
Alabama,856600,16343,2021
Alaska,153629,922,2021
American Samoa,10,0,2021
Arizona,1330594,23487,2021
Arkansas,542426,8930,2021
California,5201644,75898,2021
Colorado,870865,10043,2021
Connecticut,455566,9002,2021
Delaware,164092,2234,2021
District of Columbia,71219,1206,2021
Florida,3739439,62220,2021
Georgia,1657350,29862,2021
Guam,20326,271,2021
Hawaii,88019,1064,2021
Idaho,313839,4068,2021
Illinois,1949484,30202,2021
Indiana,1185226,18385,2021
Iowa,553407,7680,2021
Kansas,498771,6937,2021
Kentucky,830282,11805,2021
Louisiana,780668,14924,2021
Maine,135320,1430,2021
Maryland,592912,11255,2021
Massachusetts,1005470,19829,2021
Michigan,1611085,27705,2021
Minnesota,979407,10235,2021
Mississippi,522455,10354,2021
Missouri,971666,15868,2021
Montana,194970,2878,2021
Nebraska,326431,3282,2021
Nevada,483286,8278,2021
New Hampshire,183056,1836,2021
New Jersey,1330728,28675,2021
New Mexico,336787,5579,2021
New York,2917910,57989,2021
North Carolina,1589348,19131,2021
North Dakota,169039,2020,2021
Northern Mariana Islands,2321,6,2021
Ohio,1829367,28028,2021
Oklahoma,685906,11435,2021
Oregon,405292,5531,2021
Pennsylvania,1874197,35183,2021
Puerto Rico,224980,3279,2021
Rhode Island,208753,2992,2021
South Carolina,936207,14461,2021
South Dakota,173655,2433,2021
Tennessee,1318411,17828,2021
Texas,4411247,75310,2021
Utah,617840,3704,2021
Vermont,57809,451,2021
Virgin Islands,7640,88,2021
Virginia,1013390,15083,2021
Washington,803098,9725,2021
West Virginia,312692,5164,2021
Wisconsin,1054307,10667,2021
Wyoming,113584,1502,2021
Alabama,857292,16353,2021
Alaska,153629,922,2021
American Samoa,10,0,2021
Arizona,1334061,23516,2021
Arkansas,543242,8942,2021
California,5205345,75917,2021
Colorado,871311,10056,2021
Connecticut,455566,9002,2021
Delaware,164923,2242,2021
District of Columbia,71219,1206,2021
Florida,3748148,62220,2021
Georgia,1657350,29862,2021
Guam,20326,271,2021
Hawaii,88717,1067,2021
Idaho,313994,4068,2021
Illinois,1949484,30202,2021
Indiana,1185226,18385,2021
Iowa,557029,7680,2021
Kansas,498771,6937,2021
Kentucky,830282,11805,2021
Louisiana,780668,14924,2021
Maine,136400,1441,2021
Maryland,592912,11255,2021
Massachusetts,1005470,19829,2021
Michigan,1611085,27705,2021
Minnesota,979407,10235,2021
Mississippi,522455,10354,2021
Missouri,974702,15879,2021
Montana,194970,2878,2021
Nebraska,326431,3293,2021
Nevada,483286,8278,2021
New Hampshire,183056,1836,2021
New Jersey,1338372,28708,2021
New Mexico,336790,5579,2021
New York,2928229,58037,2021
North Carolina,1589442,19131,2021
North Dakota,169204,2023,2021
Northern Mariana Islands,2375,7,2021
Ohio,1839501,28028,2021
Oklahoma,685906,11435,2021
Oregon,405292,5531,2021
Pennsylvania,1883028,35378,2021
Puerto Rico,226735,3284,2021
Rhode Island,208753,2992,2021
South Carolina,936207,14461,2021
South Dakota,173655,2433,2021
Tennessee,1318411,17828,2021
Texas,4418022,75371,2021
Utah,617840,3704,2021
Vermont,58247,452,2021
Virgin Islands,7640,88,2021
Virginia,1013390,15083,2021
Washington,803098,9725,2021
West Virginia,313890,5164,2021
Wisconsin,1054307,10667,2021
Wyoming,113584,1502,2021
Alabama,857844,16353,2021
Alaska,153629,922,2021
American Samoa,10,0,2021
Arizona,1336806,23519,2021
Arkansas,543648,8956,2021
California,5208847,75927,2021
Colorado,871986,10075,2021
Connecticut,455566,9002,2021
Delaware,165621,2242,2021
District of Columbia,71219,1206,2021
Florida,3748148,62220,2021
Georgia,1657350,29862,2021
Guam,20341,271,2021
Hawaii,89675,1069,2021
Idaho,313994,4068,2021
Illinois,1949484,30202,2021
Indiana,1185226,18385,2021
Iowa,557029,7680,2021
Kansas,498771,6937,2021
Kentucky,830282,11805,2021
Louisiana,780668,14924,2021
Maine,136401,1441,2021
Maryland,592912,11255,2021
Massachusetts,1005470,19829,2021
Michigan,1611085,27705,2021
Minnesota,979407,10235,2021
Mississippi,522455,10354,2021
Missouri,976201,15880,2021
Montana,194970,2878,2021
Nebraska,326431,3298,2021
Nevada,483286,8278,2021
New Hampshire,183056,1836,2021
New Jersey,1345717,28714,2021
New Mexico,336790,5579,2021
New York,2956489,58097,2021
North Carolina,1589442,19131,2021
North Dakota,169478,2023,2021
Northern Mariana Islands,2422,8,2021
Ohio,1847140,28028,2021
Oklahoma,685906,11435,2021
Oregon,405292,5531,2021
Pennsylvania,1890259,35398,2021
Puerto Rico,229482,3285,2021
Rhode Island,208753,2992,2021
South Carolina,936207,14461,2021
South Dakota,173655,2433,2021
Tennessee,1318411,17828,2021
Texas,4424558,75392,2021
Utah,617840,3704,2021
Vermont,58695,452,2021
Virgin Islands,7640,88,2021
Virginia,1013390,15083,2021
Washington,803098,9725,2021
West Virginia,314791,5164,2021
Wisconsin,1054307,10667,2021
Wyoming,113584,1502,2021
Alabama,858396,16353,2021
Alaska,154047,922,2021
American Samoa,11,0,2021
Arizona,1338982,23519,2021
Arkansas,544082,8982,2021
California,5227931,76014,2021
Colorado,875609,10115,2021
Connecticut,461775,9042,2021
Delaware,166292,2242,2021
District of Columbia,74982,1207,2021
Florida,3766552,62264,2021
Georgia,1666098,29905,2021
Guam,20359,271,2021
Hawaii,90510,1069,2021
Idaho,314521,4068,2021
Illinois,1980527,30330,2021
Indiana,1196127,18489,2021
Iowa,557029,7680,2021
Kansas,501332,6944,2021
Kentucky,835531,11883,2021
Louisiana,783604,14934,2021
Maine,136401,1441,2021
Maryland,621453,11255,2021
Massachusetts,1019682,19865,2021
Michigan,1626271,27867,2021
Minnesota,982788,10280,2021
Mississippi,523889,10364,2021
Missouri,978761,15880,2021
Montana,195133,2879,2021
Nebraska,327858,3298,2021
Nevada,485401,8311,2021
New Hampshire,186678,1843,2021
New Jersey,1352812,28730,2021
New Mexico,339894,5616,2021
New York,2976928,58147,2021
North Carolina,1599678,19177,2021
North Dakota,169588,2023,2021
Northern Mariana Islands,2506,8,2021
Ohio,1855222,28028,2021
Oklahoma,689236,11435,2021
Oregon,407153,5534,2021
Pennsylvania,1894514,35418,2021
Puerto Rico,231916,3286,2021
Rhode Island,212715,2998,2021
South Carolina,940135,14498,2021
South Dakota,174021,2438,2021
Tennessee,1323962,17894,2021
Texas,4435127,75414,2021
Utah,620342,3717,2021
Vermont,58935,455,2021
Virgin Islands,7681,88,2021
Virginia,1023698,15136,2021
Washington,808383,9741,2021
West Virginia,315571,5191,2021
Wisconsin,1061673,10763,2021
Wyoming,113762,1502,2021
Alabama,859650,16368,2021
Alaska,154047,922,2021
American Samoa,11,0,2021
Arizona,1341377,23742,2021
Arkansas,545037,8997,2021
California,5238811,76078,2021
Colorado,878723,10184,2021
Connecticut,467775,9076,2021
Delaware,166820,2249,2021
District of Columbia,76137,1207,2021
Florida,3779467,62264,2021
Georgia,1671406,29943,2021
Guam,20359,271,2021
Hawaii,91202,1069,2021
Idaho,314943,4082,2021
Illinois,1990581,30401,2021
Indiana,1199840,18608,2021
Iowa,560351,7680,2021
Kansas,501444,6944,2021
Kentucky,838129,11925,2021
Louisiana,785333,14937,2021
Maine,137959,1463,2021
Maryland,627671,11255,2021
Massachusetts,1026129,19927,2021
Michigan,1626271,27867,2021
Minnesota,990171,10321,2021
Mississippi,524629,10387,2021
Missouri,981776,15986,2021
Montana,195376,2890,2021
Nebraska,328912,3302,2021
Nevada,486671,8339,2021
New Hampshire,187340,1868,2021
New Jersey,1361306,28762,2021
New Mexico,340604,5664,2021
New York,3003384,58221,2021
North Carolina,1602578,19193,2021
North Dakota,170031,2033,2021
Northern Mariana Islands,2580,8,2021
Ohio,1867724,28277,2021
Oklahoma,689800,11435,2021
Oregon,408069,5559,2021
Pennsylvania,1904121,35615,2021
Puerto Rico,232765,3287,2021
Rhode Island,213730,3006,2021
South Carolina,941029,14512,2021
South Dakota,174783,2449,2021
Tennessee,1326790,17985,2021
Texas,4446330,75472,2021
Utah,621157,3738,2021
Vermont,59175,455,2021
Virgin Islands,7681,88,2021
Virginia,1028135,15174,2021
Washington,810347,9767,2021
West Virginia,316391,5211,2021
Wisconsin,1066771,10852,2021
Wyoming,113906,1526,2021
Alabama,861110,16380,2021
Alaska,154269,952,2021
American Samoa,11,0,2021
Arizona,1344183,23816,2021
Arkansas,545934,9007,2021
California,5251204,76151,2021
Colorado,882265,10243,2021
Connecticut,471141,9078,2021
Delaware,167493,2249,2021
District of Columbia,77661,1207,2021
Florida,3799661,62264,2021
Georgia,1678916,29985,2021
Guam,20383,271,2021
Hawaii,92157,1071,2021
Idaho,315300,4097,2021
Illinois,2007134,30482,2021
Indiana,1204621,18696,2021
Iowa,563955,7799,2021
Kansas,506474,6978,2021
Kentucky,841006,11961,2021
Louisiana,787538,14945,2021
Maine,139421,1468,2021
Maryland,631743,11255,2021
Massachusetts,1034731,19963,2021
Michigan,1642383,28310,2021
Minnesota,992975,10378,2021
Mississippi,525502,10393,2021
Missouri,985700,16010,2021
Montana,195629,2891,2021
Nebraska,330181,3307,2021
Nevada,487836,8354,2021
New Hampshire,188644,1875,2021
New Jersey,1373212,28790,2021
New Mexico,341509,5703,2021
New York,3031844,58292,2021
North Carolina,1607774,19243,2021
North Dakota,170414,2036,2021
Northern Mariana Islands,2641,8,2021
Ohio,1880588,28277,2021
Oklahoma,691282,11503,2021
Oregon,409232,5590,2021
Pennsylvania,1913959,35783,2021
Puerto Rico,235931,3287,2021
Rhode Island,215541,3015,2021
South Carolina,942359,14528,2021
South Dakota,175249,2450,2021
Tennessee,1330308,18053,2021
Texas,4457526,75553,2021
Utah,622564,3749,2021
Vermont,59826,458,2021
Virgin Islands,7763,88,2021
Virginia,1034107,15224,2021
Washington,812338,9799,2021
West Virginia,317540,5242,2021
Wisconsin,1072497,10894,2021
Wyoming,114062,1526,2021
Alabama,863170,16402,2021
Alaska,154269,952,2021
American Samoa,11,0,2021
Arizona,1347405,23841,2021
Arkansas,547248,9020,2021
California,5271267,76249,2021
Colorado,884707,10257,2021
Connecticut,474557,9077,2021
Delaware,168631,2255,2021
District of Columbia,79565,1207,2021
Florida,3832530,62347,2021
Georgia,1688793,30024,2021
Guam,20396,271,2021
Hawaii,93646,1074,2021
Idaho,315786,4102,2021
Illinois,2025804,30566,2021
Indiana,1204621,18696,2021
Iowa,563955,7799,2021
Kansas,506500,6979,2021
Kentucky,841060,11964,2021
Louisiana,790373,14953,2021
Maine,140536,1472,2021
Maryland,638612,11255,2021
Massachusetts,1044522,20011,2021
Michigan,1642383,28310,2021
Minnesota,996358,10440,2021
Mississippi,525502,10393,2021
Missouri,991117,16022,2021
Montana,195881,2896,2021
Nebraska,331081,3317,2021
Nevada,489279,8364,2021
New Hampshire,189987,1877,2021
New Jersey,1391334,28822,2021
New Mexico,342649,5747,2021
New York,3065699,58373,2021
North Carolina,1607774,19243,2021
North Dakota,170828,2038,2021
Northern Mariana Islands,2737,8,2021
Ohio,1896577,28277,2021
Oklahoma,693199,11503,2021
Oregon,410565,5598,2021
Pennsylvania,1924507,35960,2021
Puerto Rico,241643,3288,2021
Rhode Island,217228,3018,2021
South Carolina,944574,14550,2021
South Dakota,175677,2456,2021
Tennessee,1336088,20181,2021
Texas,4469774,75635,2021
Utah,623853,3754,2021
Vermont,60265,460,2021
Virgin Islands,7763,88,2021
Virginia,1040580,15257,2021
Washington,817678,9828,2021
West Virginia,319035,5251,2021
Wisconsin,1078621,10958,2021
Wyoming,114242,1526,2021
Alabama,865636,16418,2021
Alaska,154269,952,2021
American Samoa,11,0,2021
Arizona,1351213,23913,2021
Arkansas,548967,9044,2021
California,5291605,76317,2021
Colorado,889465,10277,2021
Connecticut,474557,9077,2021
Delaware,170009,2271,2021
District of Columbia,79565,1207,2021
Florida,3864213,62347,2021
Georgia,1698099,30061,2021
Guam,20396,271,2021
Hawaii,95454,1075,2021
Idaho,315786,4102,2021
Illinois,2025804,30566,2021
Indiana,1204621,18696,2021
Iowa,563955,7799,2021
Kansas,506519,6979,2021
Kentucky,841060,11964,2021
Louisiana,790373,14953,2021
Maine,141780,1475,2021
Maryland,638612,11255,2021
Massachusetts,1055519,20050,2021
Michigan,1642383,28310,2021
Minnesota,996358,10440,2021
Mississippi,525502,10393,2021
Missouri,991121,16022,2021
Montana,195881,2896,2021
Nebraska,331081,3317,2021
Nevada,489279,8364,2021
New Hampshire,189987,1877,2021
New Jersey,1410275,28848,2021
New Mexico,342649,5747,2021
New York,3098290,58422,2021
North Carolina,1607774,19243,2021
North Dakota,171237,2040,2021
Northern Mariana Islands,2737,8,2021
Ohio,1910991,28720,2021
Oklahoma,694210,11503,2021
Oregon,410565,5598,2021
Pennsylvania,1937793,36050,2021
Puerto Rico,241643,3288,2021
Rhode Island,217228,3018,2021
South Carolina,944574,14550,2021
South Dakota,175677,2456,2021
Tennessee,1336088,20181,2021
Texas,4469813,75635,2021
Utah,623853,3754,2021
Vermont,60265,460,2021
Virgin Islands,7763,88,2021
Virginia,1049336,15294,2021
Washington,817678,9828,2021
West Virginia,319035,5251,2021
Wisconsin,1083571,11017,2021
Wyoming,114242,1526,2021
Alabama,868085,16418,2021
Alaska,154269,952,2021
American Samoa,11,0,2021
Arizona,1354708,23983,2021
Arkansas,549991,9058,2021
California,5291605,76319,2021
Colorado,890682,10277,2021
Connecticut,474557,9077,2021
Delaware,171563,2271,2021
District of Columbia,79565,1207,2021
Florida,3864213,62347,2021
Georgia,1698099,30061,2021
Guam,20396,271,2021
Hawaii,97022,1079,2021
Idaho,315786,4102,2021
Illinois,2025804,30566,2021
Indiana,1204621,18696,2021
Iowa,563955,7799,2021
Kansas,506519,6979,2021
Kentucky,841343,11964,2021
Louisiana,790373,14953,2021
Maine,141780,1475,2021
Maryland,638612,11255,2021
Massachusetts,1055519,20050,2021
Michigan,1642383,28310,2021
Minnesota,996358,10440,2021
Mississippi,525502,10393,2021
Missouri,991121,16022,2021
Montana,195881,2896,2021
Nebraska,331081,3317,2021
Nevada,489279,8364,2021
New Hampshire,189987,1877,2021
New Jersey,1429756,28854,2021
New Mexico,342649,5747,2021
New York,3098290,58422,2021
North Carolina,1607774,19243,2021
North Dakota,171404,2040,2021
Northern Mariana Islands,2737,8,2021
Ohio,1910991,28720,2021
Oklahoma,694210,11503,2021
Oregon,410565,5598,2021
Pennsylvania,1947649,36050,2021
Puerto Rico,258897,3291,2021
Rhode Island,217228,3018,2021
South Carolina,944574,14550,2021
South Dakota,175677,2456,2021
Tennessee,1336088,20181,2021
Texas,4469813,75635,2021
Utah,623853,3754,2021
Vermont,60265,460,2021
Virgin Islands,7763,88,2021
Virginia,1049336,15294,2021
Washington,817678,9828,2021
West Virginia,319035,5251,2021
Wisconsin,1083571,11017,2021
Wyoming,114242,1526,2021
Alabama,868948,16418,2021
Alaska,154269,952,2021
American Samoa,11,0,2021
Arizona,1355052,23982,2021
Arkansas,550413,9066,2021
California,5312399,76332,2021
Colorado,892109,10282,2021
Connecticut,474557,9077,2021
Delaware,172827,2271,2021
District of Columbia,79565,1207,2021
Florida,3864213,62347,2021
Georgia,1698099,30061,2021
Guam,20396,271,2021
Hawaii,99199,1079,2021
Idaho,315786,4102,2021
Illinois,2025804,30566,2021
Indiana,1204621,18696,2021
Iowa,563955,7799,2021
Kansas,506519,6979,2021
Kentucky,841727,11964,2021
Louisiana,790373,14953,2021
Maine,141780,1475,2021
Maryland,663647,11255,2021
Massachusetts,1055519,20050,2021
Michigan,1642383,28310,2021
Minnesota,996358,10440,2021
Mississippi,525502,10393,2021
Missouri,993359,16026,2021
Montana,195881,2896,2021
Nebraska,331081,3317,2021
Nevada,489279,8364,2021
New Hampshire,189987,1877,2021
New Jersey,1443915,28861,2021
New Mexico,342649,5747,2021
New York,3184452,58465,2021
North Carolina,1607774,19243,2021
North Dakota,171473,2040,2021
Northern Mariana Islands,2737,8,2021
Ohio,1931908,28720,2021
Oklahoma,694210,11503,2021
Oregon,410565,5598,2021
Pennsylvania,1954488,36050,2021
Puerto Rico,265517,3291,2021
Rhode Island,217228,3018,2021
South Carolina,944574,14550,2021
South Dakota,175677,2456,2021
Tennessee,1336088,20181,2021
Texas,4469813,75635,2021
Utah,623853,3754,2021
Vermont,60265,460,2021
Virgin Islands,7763,88,2021
Virginia,1049336,15294,2021
Washington,817678,9828,2021
West Virginia,319035,5251,2021
Wisconsin,1083571,11017,2021
Wyoming,114242,1526,2021
Alabama,870627,16418,2021
Alaska,155145,952,2021
American Samoa,11,0,2021
Arizona,1362693,23982,2021
Arkansas,551394,9081,2021
California,5329067,76368,2021
Colorado,901581,10285,2021
Connecticut,489211,9103,2021
Delaware,173258,2271,2021
District of Columbia,88765,1209,2021
Florida,3936170,62389,2021
Georgia,1723010,30097,2021
Guam,20427,271,2021
Hawaii,100559,1079,2021
Idaho,316777,4136,2021
Illinois,2081402,30747,2021
Indiana,1225001,18760,2021
Iowa,567997,7799,2021
Kansas,512939,6990,2021
Kentucky,850549,12105,2021
Louisiana,802537,14970,2021
Maine,141790,1475,2021
Maryland,669023,11255,2021
Massachusetts,1069310,20075,2021
Michigan,1677313,28609,2021
Minnesota,1000495,10493,2021
Mississippi,532560,10398,2021
Missouri,1001530,16034,2021
Montana,196260,2900,2021
Nebraska,331081,3327,2021
Nevada,493378,8367,2021
New Hampshire,194470,1907,2021
New Jersey,1453647,28869,2021
New Mexico,345663,5776,2021
New York,3214893,58604,2021
North Carolina,1607774,19243,2021
North Dakota,171590,2040,2021
Northern Mariana Islands,2963,11,2021
Ohio,1940000,28720,2021
Oklahoma,697590,11503,2021
Oregon,414140,5623,2021
Pennsylvania,1965567,36069,2021
Puerto Rico,266879,3291,2021
Rhode Island,217228,3018,2021
South Carolina,944574,14550,2021
South Dakota,176186,2469,2021
Tennessee,1350632,20400,2021
Texas,4523360,75796,2021
Utah,628461,3770,2021
Vermont,61735,461,2021
Virgin Islands,8213,88,2021
Virginia,1067849,15319,2021
Washington,836463,9847,2021
West Virginia,322485,5260,2021
Wisconsin,1089123,11029,2021
Wyoming,114624,1526,2021
Alabama,874332,16436,2021
Alaska,155145,952,2021
American Samoa,11,0,2021
Arizona,1364669,24144,2021
Arkansas,553808,9097,2021
California,5378451,76453,2021
Colorado,906318,10360,2021
Connecticut,494964,9156,2021
Delaware,173824,2276,2021
District of Columbia,90633,1209,2021
Florida,3965229,62390,2021
Georgia,1735235,30144,2021
Guam,20427,271,2021
Hawaii,101371,1079,2021
Idaho,317796,4154,2021
Illinois,2102953,30851,2021
Indiana,1230711,18930,2021
Iowa,570470,7799,2021
Kansas,512964,6992,2021
Kentucky,855418,12131,2021
Louisiana,806850,14978,2021
Maine,143213,1492,2021
Maryland,675599,11672,2021
Massachusetts,1079660,20138,2021
Michigan,1677313,28609,2021
Minnesota,1010359,10533,2021
Mississippi,535258,10420,2021
Missouri,1007268,16188,2021
Montana,196510,2905,2021
Nebraska,334716,3331,2021
Nevada,495183,8392,2021
New Hampshire,195004,1935,2021
New Jersey,1468881,28917,2021
New Mexico,346461,5798,2021
New York,3263729,58650,2021
North Carolina,1640163,19318,2021
North Dakota,172011,2047,2021
Northern Mariana Islands,2963,11,2021
Ohio,1955403,28780,2021
Oklahoma,700033,11503,2021
Oregon,416020,5631,2021
Pennsylvania,1979510,36200,2021
Puerto Rico,268595,3292,2021
Rhode Island,223985,3046,2021
South Carolina,944574,14550,2021
South Dakota,177451,2468,2021
Tennessee,1356783,20525,2021
Texas,4538771,75877,2021
Utah,630277,3774,2021
Vermont,62143,465,2021
Virgin Islands,8477,88,2021
Virginia,1075288,15504,2021
Washington,840928,9872,2021
West Virginia,323538,5288,2021
Wisconsin,1096118,11083,2021
Wyoming,114917,1526,2021
Alabama,880307,16454,2021
Alaska,156130,954,2021
American Samoa,11,0,2021
Arizona,1368080,24171,2021
Arkansas,557551,9113,2021
California,5408613,76548,2021
Colorado,914934,10411,2021
Connecticut,502484,9161,2021
Delaware,174909,2283,2021
District of Columbia,92045,1210,2021
Florida,4012152,62390,2021
Georgia,1753110,30199,2021
Guam,20470,271,2021
Hawaii,102925,1082,2021
Idaho,318520,4162,2021
Illinois,2123922,30908,2021
Indiana,1238628,18989,2021
Iowa,575501,7858,2021
Kansas,520327,7028,2021
Kentucky,861068,12149,2021
Louisiana,816228,14984,2021
Maine,144538,1510,2021
Maryland,686473,11703,2021
Massachusetts,1095825,20183,2021
Michigan,1706355,28984,2021
Minnesota,1015569,10602,2021
Mississippi,538852,10439,2021
Missouri,1014068,16205,2021
Montana,197294,2906,2021
Nebraska,336426,3336,2021
Nevada,497964,8407,2021
New Hampshire,196656,1950,2021
New Jersey,1495354,28967,2021
New Mexico,347831,5831,2021
New York,3324088,58820,2021
North Carolina,1649264,19349,2021
North Dakota,172652,2050,2021
Northern Mariana Islands,3085,13,2021
Ohio,1975723,28780,2021
Oklahoma,700798,11552,2021
Oregon,418333,5640,2021
Pennsylvania,1996240,36504,2021
Puerto Rico,276798,3295,2021
Rhode Island,227178,3062,2021
South Carolina,960195,14610,2021
South Dakota,178395,2474,2021
Tennessee,1366380,20562,2021
Texas,4554307,75955,2021
Utah,633581,3781,2021
Vermont,63076,468,2021
Virgin Islands,8477,88,2021
Virginia,1087400,15541,2021
Washington,845967,9889,2021
West Virginia,325514,5305,2021
Wisconsin,1103932,11119,2021
Wyoming,115242,1526,2021
Alabama,888563,16455,2021
Alaska,156130,954,2021
American Samoa,11,0,2021
Arizona,1373767,24212,2021
Arkansas,562529,9131,2021
California,5457967,76644,2021
Colorado,923970,10441,2021
Connecticut,510188,9160,2021
Delaware,176863,2286,2021
District of Columbia,94286,1211,2021
Florida,4090000,62480,2021
Georgia,1776361,30260,2021
Guam,20535,271,2021
Hawaii,106350,1082,2021
Idaho,319442,4163,2021
Illinois,2154058,31017,2021
Indiana,1250565,19037,2021
Iowa,575501,7858,2021
Kansas,520500,7030,2021
Kentucky,862263,12149,2021
Louisiana,828695,14986,2021
Maine,145629,1527,2021
Maryland,700789,11758,2021
Massachusetts,1117911,20221,2021
Michigan,1706355,28984,2021
Minnesota,1022352,10656,2021
Mississippi,543737,10450,2021
Missouri,1022471,16223,2021
Montana,197784,2907,2021
Nebraska,338257,3336,2021
Nevada,501181,8420,2021
New Hampshire,198667,1961,2021
New Jersey,1530529,29000,2021
New Mexico,350043,5857,2021
New York,3395166,58917,2021
North Carolina,1666852,19409,2021
North Dakota,173424,2052,2021
Northern Mariana Islands,3208,13,2021
Ohio,1995497,28780,2021
Oklahoma,704964,11552,2021
Oregon,421263,5655,2021
Pennsylvania,2015367,36639,2021
Puerto Rico,291129,3298,2021
Rhode Island,231096,3066,2021
South Carolina,966259,14617,2021
South Dakota,179204,2486,2021
Tennessee,1379917,20640,2021
Texas,4574376,76061,2021
Utah,637144,3787,2021
Vermont,64447,471,2021
Virgin Islands,9055,89,2021
Virginia,1100900,15565,2021
Washington,852824,9904,2021
West Virginia,328162,5336,2021
Wisconsin,1112659,11151,2021
Wyoming,115638,1526,2021
Alabama,896614,16455,2021
Alaska,156130,954,2021
American Samoa,11,0,2021
Arizona,1381488,24229,2021
Arkansas,566486,9148,2021
California,5515613,76709,2021
Colorado,933257,10480,2021
Connecticut,510188,9160,2021
Delaware,180366,2286,2021
District of Columbia,94286,1211,2021
Florida,4166392,62504,2021
Georgia,1798497,30283,2021
Guam,20576,271,2021
Hawaii,109576,1087,2021
Idaho,319442,4163,2021
Illinois,2154058,31017,2021
Indiana,1250565,19037,2021
Iowa,575501,7858,2021
Kansas,520500,7030,2021
Kentucky,864599,12149,2021
Louisiana,828695,14986,2021
Maine,146736,1531,2021
Maryland,700789,11758,2021
Massachusetts,1140614,20273,2021
Michigan,1706355,28984,2021
